customer_id,kyc_type,province,city,account_age,birth_business_age,total_transaction_count,transaction_count_ABM,transaction_count_Card,transaction_count_Cheque,transaction_count_EFT,transaction_count_EMT,debit_transaction_amount,credit_transaction_amount,average_debit_transaction_amount,average_credit_transaction_amount,unique_transaction_cities,unique_transaction_provinces,multi_country_transactions,card_ecommerce_count,card_non_ecommerce_count,card_ecommerce_to_nonecommerce_ratio,card_mcc_diversity_count,card_top_mcc_weight,card_top_mcc,Averagetime_between_transaction_day,std_time_between_transactions,median_time_between_transactions,pct_transactions_top10_busiest_days,economic_role,credit_share,ABM_cash_weight
SYNID0103449465,individual,ON,LONDON,14.52,49.1,296.0,22.0,263.0,0.0,4.0,7.0,1737345.74,694240.47,6095.949964912281,63112.77,54.0,16.0,1.0,35.0,228.0,0.1535087719298245,48.0,0.1520912547528517,5814,0.3105847457627083,0.3372112770424884,0.1831192129629629,19.93243243243243,INDIVIDUAL_60010,0.037162162162162164,1.0
SYNID0103449710,individual,NS,HALIFAX,35.91,85.92,129.0,0.0,110.0,16.0,3.0,0.0,3076873.0,1044132.0,26075.19491525424,94921.09090909093,37.0,12.0,1.0,18.0,92.0,0.1956521739130435,34.0,0.1363636363636363,5814,0.7109375,0.8356572015623959,0.4506134259259259,24.8062015503876,INDIVIDUAL_RETIRED,0.08527131782945736,0.0
SYNID0103449905,individual,NS,HALIFAX,27.25,42.39,167.0,10.0,148.0,0.0,5.0,4.0,927363.36,577875.0,5982.989419354839,48156.25,38.0,14.0,1.0,20.0,128.0,0.15625,34.0,0.1621621621621621,5411,0.5455940428380093,0.5492663244169677,0.357349537037037,22.15568862275449,INDIVIDUAL_72310,0.0718562874251497,1.0
SYNID0103450203,individual,ON,WOODSTOCK,4.87,42.39,93.0,0.0,59.0,7.0,7.0,20.0,645936.0,1561764.0,8971.333333333334,74369.71428571429,20.0,10.0,1.0,4.0,55.0,0.0727272727272727,21.0,0.1864406779661017,5814,0.98282671598228,1.012350690766169,0.5190277777777778,20.43010752688172,INDIVIDUAL_75200,0.22580645161290322,0.0
SYNID0103450546,individual,ON,LONDON,4.11,67.07,94.0,3.0,70.0,2.0,15.0,4.0,511359.59,1311541.0,6472.906202531645,87436.06666666667,21.0,11.0,1.0,11.0,59.0,0.1864406779661017,23.0,0.2428571428571428,5411,0.9776663928713658,0.942484817780868,0.7525057870370371,29.78723404255319,INDIVIDUAL_RETIRED,0.1595744680851064,1.0
SYNID0103451070,individual,ON,SCARBOROUGH,2.81,33.9,218.0,0.0,0.0,0.0,91.0,127.0,4050939.0,6200106.0,32668.862903225807,65958.5744680851,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,0.4231539085168055,0.4639681642352199,0.2917824074074074,24.770642201834864,INDIVIDUAL_SELF_EMPLOYED,0.43119266055045874,0.0
SYNID0103451216,individual,other,other,39.44,84.06,51.0,0.0,0.0,2.0,17.0,32.0,307902.0,1692490.0,13387.04347826087,60446.07142857143,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,1.7706270833333333,1.7407512096107984,1.0613425925925926,17.647058823529413,INDIVIDUAL_RETIRED,0.5490196078431373,0.0
SYNID0103451315,individual,other,other,14.58,58.14,69.0,1.0,5.0,2.0,46.0,14.0,606446.0,3002687.0,17836.647058823528,85791.05714285714,4.0,4.0,1.0,1.0,4.0,0.25,5.0,0.2,5310,1.3394709967320255,1.6822632311449073,0.6541666666666667,28.98550724637681,INDIVIDUAL_11100,0.5072463768115942,1.0
SYNID0103451803,individual,ON,MISSISSAUGA,9.51,22.11,165.0,4.0,130.0,3.0,9.0,19.0,1392547.0,496470.25,9283.646666666667,33098.01666666667,33.0,12.0,1.0,10.0,120.0,0.0833333333333333,36.0,0.1769230769230769,5814,0.5569214374435301,0.5247083805364005,0.4473263888888888,23.63636363636364,INDIVIDUAL_STUDENT,0.09090909090909091,0.5
SYNID0103452003,individual,ON,RICHMOND HILL,4.74,47.23,65.0,0.0,43.0,4.0,9.0,9.0,896230.0,660878.0,16596.85185185185,60079.81818181818,15.0,9.0,1.0,7.0,36.0,0.1944444444444444,19.0,0.1860465116279069,5411,1.4150457537615742,1.306628550975648,1.0267592592592591,21.53846153846154,INDIVIDUAL_OTHER,0.16923076923076924,0.0
SYNID0103452170,individual,other,other,33.43,60.85,58.0,3.0,3.0,0.0,52.0,0.0,1018802.52,3478530.0,35131.121379310345,119949.31034482758,3.0,4.0,1.0,1.0,2.0,0.5,2.0,0.6666666666666666,0,1.578924423326829,2.011380372385081,0.7901909722222222,24.13793103448276,INDIVIDUAL_65201,0.5,1.0
SYNID0103452870,individual,ON,TORONTO,33.34,85.91,25.0,2.0,10.0,0.0,7.0,6.0,149198.0,657722.0,7852.526315789473,109620.33333333331,3.0,5.0,1.0,2.0,8.0,0.25,8.0,0.3,5499,3.603928915895058,3.9369966590092593,1.7148611111111112,24.0,INDIVIDUAL_RETIRED,0.24,1.0
SYNID0103452924,individual,ON,SCARBOROUGH,2.11,15.23,71.0,0.0,59.0,0.0,0.0,12.0,428513.0,169333.0,6492.621212121212,33866.6,21.0,10.0,1.0,9.0,50.0,0.18,28.0,0.1694915254237288,5411,1.2330299272486689,1.066728504921111,0.9385185185185184,19.718309859154928,INDIVIDUAL_STUDENT,0.07042253521126761,0.0
SYNID0103452987,individual,other,other,3.46,39.87,20.0,1.0,19.0,0.0,0.0,0.0,185898.0,6969.0,9784.105263157897,6969.0,11.0,6.0,1.0,3.0,16.0,0.1875,12.0,0.2631578947368421,5411,4.710950901559444,3.997143031387292,4.013958333333333,20.0,INDIVIDUAL_SELF_EMPLOYED,0.05,1.0
SYNID0103453761,individual,MB,WINNIPEG,7.07,50.34,68.0,2.0,62.0,4.0,0.0,0.0,577178.9199999999,260512.0,9161.570158730156,52102.4,20.0,13.0,1.0,4.0,58.0,0.0689655172413793,25.0,0.1935483870967742,5814,1.3624803067993283,1.048116418154884,1.215017361111111,17.647058823529413,INDIVIDUAL_70010,0.07352941176470588,1.0
SYNID0103453827,individual,other,other,33.12,55.35,13.0,0.0,6.0,1.0,6.0,0.0,74087.0,288624.0,7408.7,96208.0,2.0,4.0,1.0,0.0,6.0,0.0,6.0,0.1666666666666666,4899,5.762517361111111,4.393700632956296,4.291111111111111,15.384615384615383,INDIVIDUAL_62200,0.23076923076923078,0.0
SYNID0103453948,individual,AB,CALGARY,13.05,42.39,22.0,0.0,0.0,0.0,18.0,4.0,188020.0,1428324.0,17092.727272727272,129847.63636363635,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,3.983310185185185,4.047599792826424,2.798564814814815,18.181818181818183,INDIVIDUAL_SELF_EMPLOYED,0.5,0.0
SYNID0103453995,individual,ON,BRAMPTON,20.22,48.37,138.0,11.0,1.0,0.0,75.0,51.0,3921623.0,4449679.78,54466.98611111111,67419.39060606061,5.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,other,0.6688023790213542,0.8421280020298263,0.37875,23.91304347826087,INDIVIDUAL_OTHER,0.4782608695652174,0.7272727272727273
SYNID0103454230,individual,AB,RED DEER,3.72,56.41,3.0,0.0,0.0,0.0,3.0,0.0,79696.0,0.0,26565.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,3.499866898148148,2.120542853464584,2.0004166666666667,33.33333333333333,INDIVIDUAL_OTHER,0.0,0.0
SYNID0103454263,individual,ON,TIMMINS,16.74,28.33,182.0,23.0,119.0,1.0,15.0,24.0,1683500.38,1470717.0,10791.6691025641,56566.03846153846,36.0,11.0,1.0,28.0,91.0,0.3076923076923077,30.0,0.1512605042016806,5411,0.5037329905872685,0.4651418126517013,0.3418460648148148,23.626373626373624,INDIVIDUAL_OTHER,0.14285714285714285,0.8695652173913043
SYNID0103454500,individual,NL,other,17.81,42.12,370.0,4.0,302.0,0.0,37.0,27.0,2599901.91,2850709.0,7737.803303571429,83844.38235294117,60.0,15.0,1.0,31.0,271.0,0.1143911439114391,44.0,0.2185430463576159,5814,0.2471408586770949,0.2679246805455671,0.1327604166666666,20.27027027027027,INDIVIDUAL_UNEMPLOYED,0.0918918918918919,1.0
SYNID0103454724,individual,ON,BRAMPTON,17.53,23.12,8.0,0.0,8.0,0.0,0.0,0.0,10461.0,0.0,1307.625,0.0,3.0,4.0,1.0,2.0,6.0,0.3333333333333333,4.0,0.625,5814,8.20338624338624,7.514761816602789,3.6369907407407407,12.5,INDIVIDUAL_STUDENT,0.0,0.0
SYNID0103454857,individual,AB,EDMONTON,1.52,47.54,12.0,0.0,4.0,0.0,0.0,8.0,139905.0,420013.0,17488.125,105003.25,2.0,2.0,0.0,1.0,3.0,0.3333333333333333,4.0,0.25,5411,7.626022727272719,6.013943055561701,6.036157407407408,25.0,INDIVIDUAL_14200,0.3333333333333333,0.0
SYNID0103455257,individual,BC,VICTORIA,0.1,21.51,30.0,7.0,19.0,0.0,0.0,4.0,114913.15,12904.01,4419.736538461539,3226.0025,16.0,9.0,1.0,1.0,18.0,0.0555555555555555,10.0,0.2105263157894736,5814,3.099434466794375,3.2729567961801966,1.5896238425925926,26.666666666666668,INDIVIDUAL_STUDENT,0.13333333333333333,1.0
SYNID0103455329,individual,other,other,8.97,42.39,27.0,0.0,0.0,0.0,3.0,24.0,350702.0,484223.0,35070.2,28483.70588235294,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,3.337881499287743,3.684437857670695,2.0866435185185184,11.11111111111111,INDIVIDUAL_831,0.6296296296296297,0.0
SYNID0103455490,individual,AB,CALGARY,6.69,35.55,81.0,1.0,44.0,1.0,19.0,16.0,541302.0,3034189.0,9021.7,144485.19047619047,18.0,9.0,1.0,9.0,35.0,0.2571428571428571,20.0,0.1818181818181818,5411,1.1298692129629628,1.076293077916979,0.9179861111111112,27.160493827160494,INDIVIDUAL_6004,0.25925925925925924,1.0
SYNID0103455623,individual,ON,TORONTO,5.65,41.72,157.0,0.0,128.0,0.0,0.0,29.0,1668462.0,605372.0,11749.732394366198,40358.13333333333,42.0,11.0,1.0,17.0,111.0,0.1531531531531531,36.0,0.15625,5411,0.586184042616331,0.622683621756655,0.3753356481481481,21.656050955414013,INDIVIDUAL_OTHER,0.09554140127388536,0.0
SYNID0103455705,individual,ON,ETOBICOKE,30.9,76.11,185.0,2.0,160.0,5.0,6.0,12.0,1655872.0,1385947.0,9856.380952380952,81526.29411764706,36.0,12.0,1.0,31.0,129.0,0.2403100775193798,42.0,0.125,5814,0.4978844605475,0.5371374385192129,0.3198263888888888,23.24324324324325,INDIVIDUAL_RETIRED,0.0918918918918919,1.0
SYNID0103455755,individual,ON,ETOBICOKE,13.05,21.4,332.0,0.0,225.0,6.0,29.0,72.0,3364387.0,3506422.0,12234.134545454546,61516.17543859649,51.0,13.0,1.0,38.0,187.0,0.2032085561497326,40.0,0.1555555555555555,5814,0.2765805080004398,0.3162503999113079,0.1562442129629629,18.97590361445783,INDIVIDUAL_STUDENT,0.1716867469879518,0.0
SYNID0103455822,individual,ON,STONEY CREEK,8.74,26.38,51.0,0.0,38.0,0.0,6.0,7.0,414497.0,327887.0,9211.044444444444,54647.833333333336,15.0,10.0,1.0,2.0,36.0,0.0555555555555555,15.0,0.1578947368421052,5310,1.791623611111111,1.7171053861609027,1.1489699074074071,19.607843137254903,INDIVIDUAL_UNEMPLOYED,0.11764705882352941,0.0
SYNID0103456304,individual,ON,GEORGETOWN,5.59,23.58,154.0,3.0,95.0,2.0,27.0,27.0,1747647.0,1566664.68,13981.176,54022.92,31.0,11.0,1.0,14.0,81.0,0.1728395061728395,27.0,0.1894736842105263,5814,0.5933004266521412,0.6389180596226273,0.3755266203703704,23.37662337662337,INDIVIDUAL_OTHER,0.18831168831168832,0.6666666666666666
SYNID0103456325,individual,other,other,31.37,34.45,424.0,1.0,412.0,5.0,3.0,3.0,2363880.0,498373.0,5793.823529411765,31148.3125,68.0,14.0,1.0,64.0,348.0,0.1839080459770115,58.0,0.1480582524271844,5411,0.2173255406706828,0.2713465350787268,0.1025810185185185,19.10377358490566,INDIVIDUAL_313,0.03773584905660377,1.0
SYNID0103456438,individual,ON,other,33.95,42.39,170.0,1.0,160.0,1.0,6.0,2.0,1989800.0,861135.0,12132.926829268292,143522.5,43.0,14.0,1.0,30.0,130.0,0.2307692307692307,44.0,0.175,5814,0.5404820704580209,0.683904401519757,0.3073148148148148,22.94117647058824,INDIVIDUAL_85110,0.03529411764705882,1.0
SYNID0103456749,individual,other,other,18.73,44.27,15.0,0.0,4.0,0.0,11.0,0.0,107453.0,610591.0,13431.625,87227.28571428571,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.5,5541,6.3534060846560765,10.7994876307219,1.909699074074074,33.33333333333333,INDIVIDUAL_UNEMPLOYED,0.4666666666666667,0.0
SYNID0103456798,individual,AB,EDMONTON,25.11,62.92,276.0,7.0,230.0,1.0,8.0,30.0,2064502.92,1229489.27,8225.111235059761,49179.5708,48.0,14.0,1.0,33.0,197.0,0.1675126903553299,42.0,0.1434782608695652,5814,0.3321581649831597,0.37591634037103,0.1559259259259259,22.10144927536232,INDIVIDUAL_OTHER,0.09057971014492754,0.8571428571428571
SYNID0103456816,individual,ON,CAMBRIDGE,13.05,68.95,31.0,0.0,0.0,0.0,8.0,23.0,536834.0,1251016.0,38345.28571428572,73589.17647058824,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,2.8092399691357985,2.5341313569617245,1.7721064814814815,22.58064516129032,INDIVIDUAL_SELF_EMPLOYED,0.5483870967741935,0.0
SYNID0103456924,individual,ON,BURLINGTON,2.79,16.43,92.0,6.0,86.0,0.0,0.0,0.0,338129.87,7637620.0,3756.9985555555554,3818810.0,27.0,10.0,1.0,11.0,75.0,0.1466666666666666,25.0,0.1744186046511628,5814,0.9956875763125697,0.9514032830450464,0.6801851851851852,21.73913043478261,INDIVIDUAL_STUDENT,0.021739130434782608,1.0
SYNID0103456977,individual,other,other,28.6,32.28,117.0,1.0,57.0,26.0,27.0,6.0,2198661.3,2305241.0,25866.60352941176,72038.78125,23.0,10.0,1.0,4.0,53.0,0.0754716981132075,21.0,0.2631578947368421,5814,0.7824991020114931,0.8182678277777778,0.5298032407407407,26.495726495726498,INDIVIDUAL_313,0.27350427350427353,1.0
SYNID0103457016,individual,other,other,13.05,63.98,103.0,6.0,1.0,4.0,14.0,78.0,1670815.74,2559163.54,31524.82528301887,51183.2708,3.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,5541,0.8912889206608564,0.94938092836522,0.719212962962963,21.35922330097087,INDIVIDUAL_RETIRED,0.4854368932038835,1.0
SYNID0103457534,individual,other,other,6.72,17.63,163.0,5.0,158.0,0.0,0.0,0.0,997316.46,24524.0,6233.227875,8174.666666666667,37.0,15.0,1.0,21.0,137.0,0.1532846715328467,41.0,0.189873417721519,5814,0.5520340363511574,0.5751628181143634,0.4081712962962963,21.47239263803681,INDIVIDUAL_STUDENT,0.018404907975460124,1.0
SYNID0103457643,individual,other,other,2.42,65.02,221.0,0.0,221.0,0.0,0.0,0.0,1129804.0,163036.0,5230.574074074074,32607.2,45.0,14.0,1.0,32.0,189.0,0.1693121693121693,45.0,0.1538461538461538,5814,0.4158129734848379,0.4686818985515162,0.2051851851851852,23.52941176470588,INDIVIDUAL_RETIRED,0.02262443438914027,0.0
SYNID0103457781,individual,other,other,25.61,49.25,38.0,0.0,5.0,1.0,9.0,23.0,1000359.0,615550.0,34495.137931034486,68394.44444444444,5.0,2.0,0.0,1.0,4.0,0.25,5.0,0.2,5310,2.3764405030029976,2.3262460758515395,1.555810185185185,23.684210526315788,INDIVIDUAL_UNEMPLOYED,0.23684210526315788,0.0
SYNID0103457893,individual,NL,other,29.98,46.4,238.0,7.0,188.0,2.0,8.0,33.0,1530643.0,3769108.0,7119.2697674418605,163874.26086956522,42.0,14.0,1.0,13.0,175.0,0.0742857142857142,36.0,0.1808510638297872,5411,0.3870065146897916,0.4012997147960417,0.2212847222222222,19.747899159663863,INDIVIDUAL_OTHER,0.09663865546218488,1.0
SYNID0103457929,individual,other,other,25.23,78.22,27.0,3.0,11.0,0.0,13.0,0.0,283763.88,883486.0,14934.94105263158,110435.75,6.0,5.0,1.0,3.0,8.0,0.375,8.0,0.3636363636363636,5814,3.2480827101139584,3.678431697116724,2.1066435185185184,18.51851851851852,INDIVIDUAL_RETIRED,0.2962962962962963,0.6666666666666666
SYNID0103457944,individual,ON,BARRIE,32.5,49.06,27.0,12.0,1.0,2.0,11.0,1.0,350570.07,1090556.93,20621.76882352941,109055.693,5.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,5411,3.4614881588318984,3.392472905671424,2.5697685185185186,22.22222222222222,INDIVIDUAL_OTHER,0.37037037037037035,1.0
SYNID0103457998,individual,MB,WINNIPEG,30.36,42.39,17.0,0.0,0.0,0.0,0.0,17.0,104238.0,634792.0,13029.75,70532.44444444444,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,5.440925925925926,5.410940989055926,3.181388888888889,11.76470588235294,INDIVIDUAL_RETIRED,0.5294117647058824,0.0
SYNID0103458063,individual,other,other,2.39,15.73,10.0,0.0,10.0,0.0,0.0,0.0,40443.0,0.0,4044.3,0.0,6.0,4.0,1.0,1.0,9.0,0.1111111111111111,7.0,0.3,5912,8.059135802469132,6.983060478610822,4.182569444444445,10.0,INDIVIDUAL_UNEMPLOYED,0.0,0.0
SYNID0103458528,individual,ON,MISSISSAUGA,13.05,42.39,22.0,0.0,0.0,0.0,22.0,0.0,133544.0,1382152.0,11128.666666666666,138215.2,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,4.120803020282176,4.565259765488924,3.1755092592592598,27.27272727272727,INDIVIDUAL_OTHER,0.45454545454545453,0.0
SYNID0103458629,individual,other,other,27.01,64.91,65.0,5.0,52.0,2.0,2.0,4.0,360025.85,170343.0,6000.430833333333,34068.6,25.0,11.0,1.0,8.0,44.0,0.1818181818181818,19.0,0.2115384615384615,5814,1.4231255425347222,1.6227168554854978,0.9342361111111112,24.615384615384617,INDIVIDUAL_RETIRED,0.07692307692307693,1.0
SYNID0103458669,individual,ON,TORONTO,25.63,56.54,13.0,0.0,0.0,0.0,0.0,13.0,355946.0,449813.0,71189.2,56226.625,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,6.549406828703703,6.238436807613588,3.8965046296296295,15.384615384615383,INDIVIDUAL_10011,0.6153846153846154,0.0
SYNID0103458755,individual,ON,TORONTO,4.47,36.49,147.0,6.0,61.0,0.0,77.0,3.0,1135077.05,4651415.0,10708.274056603774,113449.14634146342,21.0,11.0,1.0,9.0,52.0,0.173076923076923,22.0,0.1967213114754098,5814,0.6255282058599653,0.6580242453587731,0.3812268518518518,24.489795918367346,INDIVIDUAL_10019,0.2789115646258503,1.0
SYNID0103458773,individual,other,other,2.79,19.8,313.0,0.0,289.0,3.0,0.0,21.0,1759068.0,454337.0,6044.907216494846,20651.68181818182,55.0,14.0,1.0,51.0,238.0,0.2142857142857142,55.0,0.1487889273356401,5411,0.2921056282644791,0.3251584661921528,0.1566203703703703,22.044728434504798,INDIVIDUAL_64409,0.07028753993610223,0.0
SYNID0103458870,individual,QC,MONTREAL,3.96,17.17,130.0,11.0,49.0,1.0,0.0,69.0,997551.59,1830963.0,9876.748415841585,63136.65517241379,19.0,9.0,1.0,10.0,39.0,0.2564102564102564,17.0,0.2653061224489796,5411,0.7110080211024884,0.7787004932382408,0.4849421296296296,20.76923076923077,INDIVIDUAL_UNEMPLOYED,0.2230769230769231,1.0
SYNID0103458916,individual,ON,TORONTO,35.53,87.36,48.0,10.0,19.0,9.0,10.0,0.0,511924.0,3501440.0,13471.684210526317,350144.0,15.0,9.0,1.0,2.0,17.0,0.1176470588235294,15.0,0.1578947368421052,5411,1.936099537037037,1.751860367280741,1.522505787037037,18.75,INDIVIDUAL_RETIRED,0.20833333333333334,1.0
SYNID0103459187,individual,MB,WINNIPEG,9.06,29.37,31.0,0.0,16.0,0.0,15.0,0.0,347393.0,1300410.0,15790.59090909091,144490.0,8.0,8.0,1.0,3.0,13.0,0.2307692307692307,12.0,0.125,5310,3.0116878858024654,3.349897518698912,1.7747453703703704,22.58064516129032,INDIVIDUAL_OTHER,0.2903225806451613,0.0
SYNID0103459191,individual,ON,TIMMINS,4.71,38.15,50.0,2.0,3.0,1.0,7.0,37.0,939774.0,795091.0,31325.8,39754.55,2.0,4.0,1.0,2.0,1.0,2.0,3.0,0.3333333333333333,5310,1.8387171674225236,1.585930680816435,1.2149594907407408,22.0,INDIVIDUAL_OTHER,0.4,1.0
SYNID0103459532,individual,QC,MONTREAL,16.69,59.27,62.0,10.0,7.0,5.0,37.0,3.0,460233.1,2100199.0,12111.397368421052,87508.29166666667,7.0,7.0,1.0,1.0,6.0,0.1666666666666666,6.0,0.2857142857142857,5814,1.496578627808125,1.4658144759987963,0.9255902777777778,24.193548387096776,INDIVIDUAL_11102,0.3870967741935484,1.0
SYNID0103459784,individual,other,other,20.43,24.42,33.0,1.0,3.0,2.0,12.0,15.0,413446.0,1723216.0,22969.222222222223,114881.06666666668,2.0,3.0,1.0,2.0,1.0,2.0,2.0,0.6666666666666666,other,2.681343677662037,2.379706867049259,1.927337962962963,18.181818181818183,INDIVIDUAL_OTHER,0.45454545454545453,1.0
SYNID0103459799,individual,ON,MISSISSAUGA,4.3,23.05,80.0,0.0,0.0,0.0,20.0,56.0,1219230.0,2390686.0,27709.772727272728,66407.94444444444,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,1.1179050925925926,1.048902826696088,0.8195428240740741,25.0,INDIVIDUAL_STUDENT,0.45,0.0
SYNID0103459872,individual,AB,CALGARY,5.28,36.14,80.0,1.0,4.0,0.0,53.0,22.0,1459932.0,3315997.0,31062.382978723403,100484.75757575755,5.0,3.0,0.0,0.0,4.0,0.0,2.0,0.75,5814,1.1556011193155091,1.3869157718142244,0.6705034722222222,20.0,INDIVIDUAL_65100,0.4125,1.0
SYNID0103459884,individual,NB,MONCTON,9.52,34.05,84.0,0.0,42.0,0.0,38.0,3.0,666224.0,1871968.0,10249.6,98524.63157894736,21.0,9.0,1.0,7.0,35.0,0.2,15.0,0.238095238095238,5814,1.0843215919232407,0.9955442441940742,0.8741956018518519,23.809523809523807,INDIVIDUAL_65200,0.2261904761904762,0.0
SYNID0103459937,individual,ON,NEWMARKET,1.72,34.68,16.0,1.0,1.0,0.0,5.0,9.0,149812.0,349688.0,12484.333333333334,87422.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,5411,5.884273148148148,6.8590508709512505,1.8562673611111111,12.5,INDIVIDUAL_OTHER,0.25,0.0
SYNID0103460106,individual,ON,WHITBY,28.96,66.85,2.0,0.0,0.0,2.0,0.0,0.0,0.0,13839.0,0.0,6919.5,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,20.0,1.4637730714343231,-53365.99558365033,50.0,INDIVIDUAL_RETIRED,1.0,0.0
SYNID0103460445,individual,ON,OTTAWA,14.09,28.05,75.0,2.0,68.0,0.0,3.0,2.0,340409.0,163949.0,4794.492957746479,40987.25,27.0,12.0,1.0,6.0,62.0,0.0967741935483871,24.0,0.1911764705882352,5814,1.2294821383883796,1.3507918692722225,0.7900578703703703,21.333333333333336,INDIVIDUAL_12010,0.05333333333333334,0.5
SYNID0103460766,individual,NL,other,14.46,46.82,53.0,0.0,0.0,0.0,11.0,42.0,648650.0,918628.0,29484.090909090908,29633.16129032258,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,1.7113263443732176,1.8748838256084723,1.3007291666666667,15.09433962264151,INDIVIDUAL_UNEMPLOYED,0.5849056603773585,0.0
SYNID0103460777,individual,AB,CALGARY,24.96,59.92,41.0,0.0,0.0,0.0,39.0,2.0,483274.0,943453.0,17899.037037037036,67389.5,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,1.999954861111111,3.5275301721359256,0.7121759259259259,21.951219512195124,INDIVIDUAL_13100,0.34146341463414637,0.0
SYNID0103461201,individual,ON,KITCHENER,0.54,22.31,55.0,3.0,52.0,0.0,0.0,0.0,274865.73,10.0,5090.106111111111,10.0,18.0,11.0,1.0,11.0,41.0,0.2682926829268293,20.0,0.1538461538461538,5814,1.6610991083676157,1.8132926736486457,0.8967476851851852,16.363636363636363,INDIVIDUAL_UNEMPLOYED,0.01818181818181818,1.0
SYNID0103461231,individual,BC,VERNON,30.85,31.5,62.0,0.0,0.0,16.0,37.0,9.0,2090488.0,6173353.0,83619.52,166847.37837837837,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,1.431851851851852,2.3614310328337385,0.5922280092592592,22.58064516129032,INDIVIDUAL_11201,0.5967741935483871,0.0
SYNID0103461270,individual,other,other,1.44,42.39,157.0,5.0,137.0,0.0,3.0,12.0,1241237.51,770806.5,8330.453087248323,96350.8125,37.0,13.0,1.0,18.0,119.0,0.1512605042016806,35.0,0.1532846715328467,5411,0.5863900017806251,0.6034848835349306,0.3685069444444444,21.656050955414013,INDIVIDUAL_64410,0.050955414012738856,1.0
SYNID0103461371,individual,AB,EDMONTON,13.05,69.16,16.0,0.0,0.0,3.0,13.0,0.0,373592.0,600499.0,53370.28571428572,66722.11111111111,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,5.153587191358021,5.499543546596378,4.11759837962963,25.0,INDIVIDUAL_SELF_EMPLOYED,0.5625,0.0
SYNID0103461808,individual,ON,OSHAWA,13.05,62.6,25.0,1.0,3.0,8.0,10.0,3.0,504608.74,724660.0,45873.52181818182,51761.42857142857,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.3333333333333333,5411,3.820665991512338,3.467191296670695,2.260451388888889,24.0,INDIVIDUAL_RETIRED,0.56,1.0
SYNID0103461836,individual,BC,DELTA,13.11,38.81,11.0,0.0,3.0,1.0,2.0,5.0,231604.0,244212.0,38600.66666666666,48842.4,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.3333333333333333,5411,8.228521990740742,8.190922321163994,4.100555555555555,18.181818181818183,INDIVIDUAL_73300,0.45454545454545453,0.0
SYNID0103461857,individual,NS,HALIFAX,4.26,33.45,105.0,10.0,82.0,0.0,6.0,7.0,473969.34,665348.0,5151.8406521739125,51180.61538461538,28.0,11.0,1.0,4.0,78.0,0.0512820512820512,27.0,0.2195121951219512,5814,0.8652407184829052,0.9656970765559376,0.6219791666666666,23.809523809523807,INDIVIDUAL_3211,0.12380952380952381,0.8
SYNID0103461877,individual,ON,HAMILTON,7.78,27.99,135.0,4.0,42.0,0.0,7.0,82.0,1333438.77,1486241.0,14653.173296703297,33778.204545454544,18.0,12.0,1.0,2.0,40.0,0.05,19.0,0.1904761904761904,5814,0.6746535551409607,0.6975389036866666,0.4756828703703704,21.48148148148148,INDIVIDUAL_313,0.32592592592592595,1.0
SYNID0103461955,individual,AB,CALGARY,24.79,51.38,43.0,2.0,2.0,10.0,1.0,28.0,1214689.16,4861930.0,52812.57217391304,243096.5,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.5,5814,2.1163224757495485,2.7586106856452663,1.0,27.906976744186046,INDIVIDUAL_SELF_EMPLOYED,0.46511627906976744,1.0
SYNID0103462461,individual,ON,NEPEAN,13.05,20.75,78.0,0.0,1.0,0.0,0.0,77.0,1327520.0,1507489.0,35878.91891891892,36768.0243902439,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5541,1.1212699915824884,1.2748602387156018,0.6200231481481482,23.07692307692308,INDIVIDUAL_UNEMPLOYED,0.5256410256410257,0.0
