customer_id,cluster
SYNID0101527950,individual_1
SYNID0101528147,individual_2
SYNID0101528324,individual_2
SYNID0101528344,individual_4
SYNID0101528386,individual_5
SYNID0101528451,individual_5
SYNID0101528583,individual_5
SYNID0101529008,individual_5
SYNID0101529196,individual_3
SYNID0101529756,individual_5
SYNID0101529883,individual_5
SYNID0101529965,individual_5
SYNID0101530247,individual_2
SYNID0101530265,individual_3
SYNID0101530488,individual_2
SYNID0101530849,individual_3
SYNID0101530864,individual_5
SYNID0101530893,individual_2
SYNID0101531008,individual_2
SYNID0101531091,individual_5
SYNID0101531092,individual_3
SYNID0101531100,individual_5
SYNID0101531292,individual_2
SYNID0101531339,individual_5
SYNID0101531865,individual_3
SYNID0101531929,individual_2
SYNID0101532146,individual_5
SYNID0101532150,individual_4
SYNID0101532242,individual_5
SYNID0101532823,individual_5
SYNID0101533085,individual_2
SYNID0101533104,individual_3
SYNID0101533150,individual_3
SYNID0101533199,individual_5
SYNID0101533233,individual_4
SYNID0101533338,individual_2
SYNID0101533347,individual_3
SYNID0101533554,individual_3
SYNID0101533612,individual_3
SYNID0101533636,individual_5
SYNID0101533983,individual_3
SYNID0101534130,individual_5
SYNID0101534194,individual_4
SYNID0101534487,individual_1
SYNID0101534666,individual_5
SYNID0101534725,individual_2
SYNID0101534846,individual_2
SYNID0101534851,individual_3
SYNID0101534925,individual_2
SYNID0101534950,individual_5
SYNID0101534965,individual_3
SYNID0101535045,individual_5
SYNID0101535369,individual_2
SYNID0101535666,individual_3
SYNID0101536018,individual_5
SYNID0101536034,individual_6
SYNID0101536275,individual_2
SYNID0101536557,individual_2
SYNID0101536633,individual_2
SYNID0101536741,individual_2
SYNID0101537024,individual_2
SYNID0101538012,individual_5
SYNID0101538202,individual_3
SYNID0101538260,individual_6
SYNID0101538428,individual_3
SYNID0101538432,individual_5
SYNID0101538507,individual_5
SYNID0101539002,individual_5
SYNID0101539212,individual_2
SYNID0101539246,individual_4
SYNID0101539600,individual_5
SYNID0101539705,individual_3
SYNID0101539742,individual_2
SYNID0101540525,individual_3
SYNID0101540615,individual_3
SYNID0101540801,individual_2
SYNID0101541085,individual_5
SYNID0101541502,individual_5
SYNID0101541666,individual_5
SYNID0101541730,individual_4
SYNID0101542553,individual_3
SYNID0101542573,individual_2
SYNID0101542667,individual_6
SYNID0101542669,individual_3
SYNID0101542681,individual_3
SYNID0101543424,individual_5
SYNID0101543538,individual_5
SYNID0101543926,individual_3
SYNID0101544070,individual_2
SYNID0101544246,individual_2
SYNID0101544345,individual_4
SYNID0101544850,individual_2
SYNID0101544882,individual_3
SYNID0101545139,individual_6
SYNID0101545243,individual_2
SYNID0101545275,individual_2
SYNID0101545351,individual_2
SYNID0101545614,individual_5
SYNID0101545737,individual_2
SYNID0101545794,individual_3
SYNID0101546074,individual_2
SYNID0101546768,individual_5
SYNID0101546843,individual_3
SYNID0101546885,individual_5
SYNID0101547004,individual_2
SYNID0101547262,individual_3
SYNID0101547493,individual_5
SYNID0101547576,individual_2
SYNID0101547895,individual_2
SYNID0101548092,individual_5
SYNID0101548192,individual_2
SYNID0101548268,individual_5
SYNID0101548305,individual_3
SYNID0101548311,individual_2
SYNID0101548343,individual_3
SYNID0101548436,individual_4
SYNID0101548459,individual_3
SYNID0101548839,individual_5
SYNID0101549308,individual_3
SYNID0101549429,individual_4
SYNID0101549511,individual_5
SYNID0101549768,individual_3
SYNID0101549978,individual_4
SYNID0101549984,individual_5
SYNID0101551069,individual_2
SYNID0101551072,individual_2
SYNID0101551436,individual_5
SYNID0101551617,individual_2
SYNID0101551732,individual_5
SYNID0101551838,individual_2
SYNID0101552011,individual_3
SYNID0101552116,individual_5
SYNID0101552798,individual_3
SYNID0101553148,individual_4
SYNID0101553526,individual_1
SYNID0101553648,individual_3
SYNID0101554156,individual_5
SYNID0101554322,individual_3
SYNID0101555065,individual_5
SYNID0101555272,individual_3
SYNID0101555287,individual_2
SYNID0101555338,individual_2
SYNID0101555341,individual_3
SYNID0101555485,individual_3
SYNID0101555507,individual_1
SYNID0101555718,individual_2
SYNID0101555932,individual_5
SYNID0101556222,individual_3
SYNID0101556309,individual_5
SYNID0101556904,individual_3
SYNID0101556986,individual_2
SYNID0101557009,individual_2
SYNID0101557117,individual_5
SYNID0101557206,individual_5
SYNID0101557214,individual_3
SYNID0101557711,individual_3
SYNID0101557761,individual_5
SYNID0101557787,individual_4
SYNID0101558621,individual_2
SYNID0101558628,individual_2
SYNID0101558759,individual_5
SYNID0101558871,individual_3
SYNID0101559167,individual_3
SYNID0101559386,individual_2
SYNID0101559402,individual_3
SYNID0101559509,individual_2
SYNID0101559594,individual_6
SYNID0101559606,individual_2
SYNID0101559612,individual_5
SYNID0101559954,individual_3
SYNID0101560667,individual_3
SYNID0101561035,individual_3
SYNID0101561194,individual_3
SYNID0101561395,individual_6
SYNID0101561477,individual_2
SYNID0101561489,individual_4
SYNID0101562000,individual_3
SYNID0101562703,individual_2
SYNID0101562920,individual_5
SYNID0101563084,individual_2
SYNID0101563167,individual_3
SYNID0101563211,individual_2
SYNID0101563237,individual_5
SYNID0101563298,individual_3
SYNID0101563402,individual_2
SYNID0101563647,individual_2
SYNID0101563831,individual_2
SYNID0101563948,individual_3
SYNID0101563974,individual_4
SYNID0101564061,individual_5
SYNID0101564168,individual_5
SYNID0101564401,individual_6
SYNID0101564531,individual_5
SYNID0101564663,individual_3
SYNID0101564680,individual_4
SYNID0101564832,individual_5
SYNID0101565056,individual_2
SYNID0101565129,individual_3
SYNID0101565132,individual_6
SYNID0101565279,individual_5
SYNID0101565476,individual_2
SYNID0101565571,individual_3
SYNID0101565645,individual_4
SYNID0101566149,individual_5
SYNID0101566213,individual_3
SYNID0101566500,individual_2
SYNID0101566555,individual_3
SYNID0101566782,individual_5
SYNID0101566853,individual_5
SYNID0101566870,individual_5
SYNID0101567134,individual_5
SYNID0101567206,individual_5
SYNID0101567239,individual_6
SYNID0101567505,individual_2
SYNID0101567509,individual_2
SYNID0101567618,individual_3
SYNID0101567638,individual_5
SYNID0101567761,individual_2
SYNID0101567810,individual_5
SYNID0101567889,individual_3
SYNID0101567909,individual_3
SYNID0101567932,individual_2
SYNID0101568119,individual_2
SYNID0101568224,individual_4
SYNID0101568446,individual_5
SYNID0101568457,individual_3
SYNID0101568537,individual_3
SYNID0101568709,individual_5
SYNID0101568730,individual_4
SYNID0101568823,individual_2
SYNID0101568855,individual_3
SYNID0101568864,individual_3
SYNID0101569051,individual_5
SYNID0101569122,individual_5
SYNID0101569491,individual_3
SYNID0101569617,individual_5
SYNID0101569669,individual_4
SYNID0101569710,individual_3
SYNID0101569976,individual_1
SYNID0101570149,individual_3
SYNID0101570178,individual_2
SYNID0101570645,individual_2
SYNID0101570828,individual_3
SYNID0101570961,individual_2
SYNID0101571179,individual_3
SYNID0101571316,individual_5
SYNID0101571361,individual_5
SYNID0101571621,individual_5
SYNID0101571644,individual_5
SYNID0101571671,individual_2
SYNID0101571692,individual_3
SYNID0101571703,individual_5
SYNID0101571717,individual_5
SYNID0101571820,individual_5
SYNID0101571936,individual_3
SYNID0101572114,individual_3
SYNID0101572125,individual_5
SYNID0101572312,individual_3
SYNID0101572322,individual_4
SYNID0101572464,individual_5
SYNID0101572472,individual_3
SYNID0101572660,individual_5
SYNID0101573034,individual_3
SYNID0101573323,individual_3
SYNID0101573497,individual_6
SYNID0101573617,individual_2
SYNID0101574281,individual_3
SYNID0101574573,individual_3
SYNID0101574721,individual_5
SYNID0101574751,individual_2
SYNID0101574789,individual_4
SYNID0101575197,individual_2
SYNID0101575292,individual_3
SYNID0101575451,individual_5
SYNID0101575519,individual_3
SYNID0101575575,individual_5
SYNID0101575674,individual_6
SYNID0101575761,individual_3
SYNID0101575773,individual_1
SYNID0101575912,individual_2
SYNID0101576619,individual_2
SYNID0101576770,individual_6
SYNID0101576882,individual_5
SYNID0101577044,individual_2
SYNID0101577124,individual_5
SYNID0101577187,individual_3
SYNID0101577214,individual_3
SYNID0101577346,individual_3
SYNID0101577459,individual_2
SYNID0101577667,individual_5
SYNID0101577936,individual_2
SYNID0101578111,individual_3
SYNID0101579009,individual_3
SYNID0101579388,individual_5
SYNID0101579771,individual_3
SYNID0101580171,individual_3
SYNID0101580489,individual_5
SYNID0101580578,individual_2
SYNID0101581050,individual_2
SYNID0101581599,individual_3
SYNID0101581697,individual_3
SYNID0101582046,individual_5
SYNID0101582200,individual_2
SYNID0101582279,individual_3
SYNID0101582565,individual_5
SYNID0101582664,individual_4
SYNID0101582887,individual_3
SYNID0101583335,individual_3
SYNID0101583400,individual_3
SYNID0101583596,individual_3
SYNID0101583831,individual_4
SYNID0101583940,individual_2
SYNID0101584115,individual_2
SYNID0101584364,individual_2
SYNID0101584485,individual_5
SYNID0101585345,individual_5
SYNID0101585545,individual_5
SYNID0101585917,individual_2
SYNID0101585996,individual_3
SYNID0101586178,individual_5
SYNID0101586187,individual_3
SYNID0101586887,individual_3
SYNID0101587121,individual_2
SYNID0101587277,individual_5
SYNID0101587430,individual_2
SYNID0101587546,individual_3
SYNID0101587708,individual_5
SYNID0101587793,individual_3
SYNID0101587805,individual_2
SYNID0101587839,individual_5
SYNID0101588515,individual_5
SYNID0101588527,individual_3
SYNID0101588556,individual_2
SYNID0101588624,individual_2
SYNID0101588671,individual_4
SYNID0101589149,individual_6
SYNID0101589616,individual_4
SYNID0101589713,individual_5
SYNID0101589803,individual_5
SYNID0101589913,individual_3
SYNID0101590266,individual_4
SYNID0101590336,individual_6
SYNID0101590371,individual_5
SYNID0101590477,individual_5
SYNID0101590824,individual_2
SYNID0101590973,individual_5
SYNID0101591038,individual_2
SYNID0101591820,individual_2
SYNID0101592362,individual_2
SYNID0101592495,individual_4
SYNID0101592520,individual_3
SYNID0101592966,individual_3
SYNID0101593156,individual_4
SYNID0101593413,individual_1
SYNID0101593877,individual_4
SYNID0101593884,individual_3
SYNID0101594469,individual_2
SYNID0101594532,individual_5
SYNID0101594569,individual_3
SYNID0101594776,individual_5
SYNID0101594969,individual_1
SYNID0101595109,individual_2
SYNID0101595173,individual_2
SYNID0101595329,individual_2
SYNID0101595412,individual_2
SYNID0101595555,individual_2
SYNID0101595676,individual_3
SYNID0101595991,individual_3
SYNID0101596126,individual_3
SYNID0101596228,individual_3
SYNID0101596318,individual_2
SYNID0101596651,individual_3
SYNID0101596726,individual_3
SYNID0101596845,individual_2
SYNID0101597270,individual_3
SYNID0101597343,individual_2
SYNID0101597416,individual_6
SYNID0101597596,individual_2
SYNID0101597749,individual_5
SYNID0101597867,individual_2
SYNID0101598220,individual_2
SYNID0101598334,individual_2
SYNID0101598373,individual_5
SYNID0101598493,individual_2
SYNID0101599020,individual_3
SYNID0101599070,individual_5
SYNID0101599316,individual_2
SYNID0101599373,individual_2
SYNID0101599463,individual_4
SYNID0101599651,individual_2
SYNID0101599778,individual_3
SYNID0101599996,individual_5
SYNID0101600065,individual_2
SYNID0101600435,individual_2
SYNID0101601171,individual_5
SYNID0101601689,individual_5
SYNID0101601793,individual_2
SYNID0101601795,individual_5
SYNID0101602083,individual_5
SYNID0101602221,individual_3
SYNID0101602246,individual_5
SYNID0101602392,individual_2
SYNID0101602423,individual_4
SYNID0101602831,individual_2
SYNID0101602963,individual_3
SYNID0101603103,individual_2
SYNID0101603255,individual_3
SYNID0101603482,individual_2
SYNID0101603890,individual_2
SYNID0101604079,individual_4
SYNID0101604337,individual_5
SYNID0101604947,individual_2
SYNID0101605029,individual_2
SYNID0101605527,individual_5
SYNID0101605760,individual_4
SYNID0101605807,individual_2
SYNID0101605937,individual_2
SYNID0101605962,individual_3
SYNID0101605967,individual_3
SYNID0101606139,individual_4
SYNID0101606272,individual_2
SYNID0101606381,individual_3
SYNID0101606718,individual_2
SYNID0101606950,individual_4
SYNID0101607414,individual_5
SYNID0101608445,individual_5
SYNID0101608450,individual_2
SYNID0101608636,individual_2
SYNID0101608766,individual_2
SYNID0101608974,individual_1
SYNID0101609105,individual_5
SYNID0101609335,individual_2
SYNID0101609604,individual_5
SYNID0101609885,individual_1
SYNID0101609894,individual_5
SYNID0101610113,individual_2
SYNID0101610523,individual_5
SYNID0101610792,individual_5
SYNID0101610824,individual_3
SYNID0101611310,individual_5
SYNID0101611858,individual_2
SYNID0101611908,individual_6
SYNID0101612270,individual_4
SYNID0101612427,individual_5
SYNID0101612865,individual_5
SYNID0101612880,individual_2
SYNID0101612979,individual_3
SYNID0101613156,individual_3
SYNID0101613693,individual_2
SYNID0101614308,individual_5
SYNID0101614545,individual_5
SYNID0101614808,individual_5
SYNID0101615022,individual_2
SYNID0101615208,individual_3
SYNID0101615218,individual_3
SYNID0101615309,individual_3
SYNID0101615722,individual_3
SYNID0101615873,individual_2
SYNID0101615937,individual_2
SYNID0101616514,individual_5
SYNID0101616539,individual_5
SYNID0101617550,individual_2
SYNID0101617722,individual_6
SYNID0101618078,individual_5
SYNID0101618540,individual_3
SYNID0101618641,individual_3
SYNID0101618997,individual_4
SYNID0101619140,individual_5
SYNID0101619202,individual_3
SYNID0101619380,individual_5
SYNID0101619663,individual_6
SYNID0101619685,individual_2
SYNID0101619730,individual_4
SYNID0101621469,individual_3
SYNID0101621474,individual_2
SYNID0101621714,individual_1
SYNID0101621732,individual_5
SYNID0101621748,individual_1
SYNID0101621960,individual_4
SYNID0101622283,individual_2
SYNID0101622616,individual_3
SYNID0101622810,individual_1
SYNID0101622860,individual_2
SYNID0101622895,individual_3
SYNID0101623051,individual_2
SYNID0101623130,individual_3
SYNID0101623170,individual_3
SYNID0101623203,individual_5
SYNID0101623676,individual_3
SYNID0101623717,individual_2
SYNID0101623803,individual_5
SYNID0101624719,individual_2
SYNID0101624738,individual_3
SYNID0101625044,individual_2
SYNID0101625070,individual_3
SYNID0101625381,individual_5
SYNID0101625602,individual_2
SYNID0101626102,individual_3
SYNID0101626299,individual_5
SYNID0101626302,individual_1
SYNID0101626387,individual_6
SYNID0101626676,individual_3
SYNID0101626891,individual_3
SYNID0101626980,individual_3
SYNID0101627131,individual_3
SYNID0101627151,individual_4
SYNID0101627369,individual_3
SYNID0101627384,individual_2
SYNID0101627535,individual_2
SYNID0101627650,individual_2
SYNID0101627707,individual_3
SYNID0101627804,individual_5
SYNID0101627854,individual_2
SYNID0101628338,individual_2
SYNID0101628620,individual_5
SYNID0101628785,individual_2
SYNID0101628840,individual_5
SYNID0101629312,individual_3
SYNID0101629351,individual_5
SYNID0101629503,individual_5
SYNID0101629619,individual_3
SYNID0101629700,individual_5
SYNID0101629763,individual_5
SYNID0101629811,individual_5
SYNID0101630188,individual_2
SYNID0101630354,individual_2
SYNID0101630405,individual_2
SYNID0101630597,individual_2
SYNID0101630767,individual_5
SYNID0101631197,individual_3
SYNID0101631272,individual_6
SYNID0101631405,individual_5
SYNID0101631538,individual_3
SYNID0101631631,individual_2
SYNID0101631769,individual_3
SYNID0101631913,individual_3
SYNID0101632190,individual_3
SYNID0101632295,individual_3
SYNID0101632493,individual_5
SYNID0101632514,individual_4
SYNID0101632612,individual_3
SYNID0101632661,individual_2
SYNID0101632920,individual_2
SYNID0101632973,individual_3
SYNID0101633080,individual_5
SYNID0101633144,individual_2
SYNID0101633156,individual_2
SYNID0101633542,individual_5
SYNID0101633853,individual_4
SYNID0101634016,individual_2
SYNID0101634110,individual_1
SYNID0101634134,individual_2
SYNID0101634307,individual_6
SYNID0101634407,individual_3
SYNID0101634614,individual_5
SYNID0101635169,individual_3
SYNID0101635201,individual_2
SYNID0101635841,individual_2
SYNID0101635908,individual_2
SYNID0101636126,individual_5
SYNID0101636341,individual_3
SYNID0101636365,individual_3
SYNID0101636392,individual_2
SYNID0101636628,individual_3
SYNID0101637214,individual_3
SYNID0101637662,individual_5
SYNID0101637738,individual_3
SYNID0101637828,individual_2
SYNID0101638425,individual_3
SYNID0101638804,individual_4
SYNID0101638902,individual_3
SYNID0101638998,individual_3
SYNID0101639164,individual_3
SYNID0101639186,individual_5
SYNID0101639294,individual_4
SYNID0101639406,individual_5
SYNID0101639444,individual_2
SYNID0101639573,individual_1
SYNID0101639846,individual_1
SYNID0101639998,individual_2
SYNID0101640037,individual_3
SYNID0101640370,individual_2
SYNID0101640382,individual_5
SYNID0101640520,individual_2
SYNID0101640542,individual_2
SYNID0101640596,individual_5
SYNID0101640617,individual_5
SYNID0101640655,individual_2
SYNID0101640989,individual_5
SYNID0101641017,individual_4
SYNID0101641256,individual_3
SYNID0101641348,individual_2
SYNID0101641503,individual_1
SYNID0101641536,individual_5
SYNID0101641579,individual_2
SYNID0101641672,individual_3
SYNID0101641713,individual_3
SYNID0101641813,individual_5
SYNID0101641816,individual_3
SYNID0101641971,individual_2
SYNID0101642085,individual_3
SYNID0101642434,individual_5
SYNID0101643163,individual_5
SYNID0101643377,individual_4
SYNID0101643474,individual_2
SYNID0101643649,individual_5
SYNID0101643915,individual_3
SYNID0101644366,individual_2
SYNID0101644512,individual_3
SYNID0101644609,individual_4
SYNID0101645066,individual_2
SYNID0101645108,individual_5
SYNID0101645374,individual_5
SYNID0101645830,individual_2
SYNID0101645832,individual_2
SYNID0101645962,individual_2
SYNID0101646150,individual_2
SYNID0101646220,individual_3
SYNID0101646407,individual_3
SYNID0101646510,individual_2
SYNID0101647487,individual_5
SYNID0101647489,individual_5
SYNID0101647580,individual_5
SYNID0101647611,individual_4
SYNID0101647947,individual_2
SYNID0101648052,individual_3
SYNID0101648275,individual_5
SYNID0101649091,individual_3
SYNID0101649488,individual_2
SYNID0101649626,individual_6
SYNID0101650005,individual_2
SYNID0101650121,individual_2
SYNID0101650136,individual_5
SYNID0101650144,individual_5
SYNID0101650342,individual_3
SYNID0101650415,individual_2
SYNID0101650763,individual_2
SYNID0101650855,individual_4
SYNID0101651298,individual_3
SYNID0101651324,individual_5
SYNID0101651439,individual_5
SYNID0101651669,individual_2
SYNID0101651776,individual_3
SYNID0101651942,individual_2
SYNID0101652147,individual_5
SYNID0101652414,individual_2
SYNID0101652593,individual_2
SYNID0101652807,individual_5
SYNID0101652923,individual_2
SYNID0101653018,individual_5
SYNID0101653436,individual_2
SYNID0101654117,individual_3
SYNID0101654318,individual_3
SYNID0101654641,individual_2
SYNID0101654660,individual_6
SYNID0101654879,individual_3
SYNID0101654883,individual_5
SYNID0101654909,individual_3
SYNID0101655051,individual_2
SYNID0101655229,individual_2
SYNID0101655293,individual_2
SYNID0101655348,individual_2
SYNID0101655400,individual_3
SYNID0101655569,individual_2
SYNID0101655653,individual_5
SYNID0101655684,individual_2
SYNID0101655715,individual_2
SYNID0101655797,individual_3
SYNID0101655904,individual_2
SYNID0101656143,individual_5
SYNID0101656221,individual_3
SYNID0101656276,individual_2
SYNID0101656492,individual_3
SYNID0101656760,individual_3
SYNID0101656968,individual_6
SYNID0101657019,individual_3
SYNID0101657569,individual_3
SYNID0101657601,individual_2
SYNID0101657650,individual_3
SYNID0101657719,individual_3
SYNID0101657841,individual_2
SYNID0101658084,individual_2
SYNID0101658239,individual_3
SYNID0101658357,individual_1
SYNID0101658517,individual_5
SYNID0101658519,individual_3
SYNID0101658532,individual_3
SYNID0101658694,individual_2
SYNID0101658756,individual_5
SYNID0101658971,individual_2
SYNID0101659159,individual_3
SYNID0101659324,individual_5
SYNID0101659839,individual_2
SYNID0101659856,individual_5
SYNID0101660138,individual_4
SYNID0101660398,individual_3
SYNID0101660674,individual_3
SYNID0101660904,individual_2
SYNID0101661090,individual_5
SYNID0101661494,individual_3
SYNID0101661504,individual_2
SYNID0101661810,individual_2
SYNID0101661895,individual_3
SYNID0101662035,individual_5
SYNID0101662063,individual_3
SYNID0101662577,individual_3
SYNID0101662648,individual_3
SYNID0101663022,individual_3
SYNID0101663588,individual_2
SYNID0101663904,individual_4
SYNID0101664041,individual_4
SYNID0101664121,individual_5
SYNID0101664165,individual_3
SYNID0101664176,individual_5
SYNID0101664378,individual_4
SYNID0101664518,individual_4
SYNID0101664693,individual_3
SYNID0101664771,individual_4
SYNID0101665272,individual_3
SYNID0101665326,individual_6
SYNID0101665451,individual_5
SYNID0101665457,individual_3
SYNID0101665555,individual_3
SYNID0101665680,individual_2
SYNID0101665727,individual_4
SYNID0101666136,individual_3
SYNID0101666314,individual_2
SYNID0101666359,individual_5
SYNID0101666375,individual_3
SYNID0101666495,individual_5
SYNID0101666970,individual_5
SYNID0101667142,individual_3
SYNID0101667476,individual_6
SYNID0101667531,individual_3
SYNID0101667670,individual_2
SYNID0101667867,individual_3
SYNID0101667915,individual_2
SYNID0101668058,individual_2
SYNID0101668089,individual_2
SYNID0101668127,individual_3
SYNID0101668160,individual_3
SYNID0101668680,individual_5
SYNID0101668764,individual_5
SYNID0101668976,individual_3
SYNID0101669545,individual_5
SYNID0101669698,individual_4
SYNID0101670059,individual_2
SYNID0101670108,individual_2
SYNID0101670200,individual_4
SYNID0101670212,individual_5
SYNID0101670221,individual_3
SYNID0101670392,individual_6
SYNID0101670466,individual_3
SYNID0101670555,individual_1
SYNID0101670709,individual_3
SYNID0101670859,individual_6
SYNID0101670997,individual_4
SYNID0101671060,individual_5
SYNID0101671994,individual_5
SYNID0101672026,individual_5
SYNID0101672429,individual_1
SYNID0101672881,individual_3
SYNID0101672939,individual_3
SYNID0101673420,individual_1
SYNID0101673448,individual_3
SYNID0101673778,individual_5
SYNID0101673870,individual_5
SYNID0101674414,individual_2
SYNID0101674799,individual_3
SYNID0101674850,individual_5
SYNID0101674941,individual_4
SYNID0101675061,individual_2
SYNID0101675112,individual_2
SYNID0101675493,individual_5
SYNID0101676005,individual_5
SYNID0101676095,individual_5
SYNID0101676533,individual_5
SYNID0101676723,individual_5
SYNID0101676890,individual_3
SYNID0101676978,individual_3
SYNID0101677019,individual_3
SYNID0101677546,individual_2
SYNID0101677713,individual_4
SYNID0101677920,individual_4
SYNID0101678356,individual_2
SYNID0101678405,individual_3
SYNID0101678568,individual_2
SYNID0101678883,individual_4
SYNID0101679330,individual_4
SYNID0101679668,individual_2
SYNID0101679717,individual_5
SYNID0101679809,individual_3
SYNID0101679897,individual_5
SYNID0101679907,individual_2
SYNID0101680026,individual_5
SYNID0101680177,individual_5
SYNID0101680242,individual_1
SYNID0101680280,individual_3
SYNID0101680498,individual_5
SYNID0101680567,individual_3
SYNID0101680588,individual_5
SYNID0101680881,individual_2
SYNID0101680908,individual_5
SYNID0101680923,individual_3
SYNID0101680956,individual_2
SYNID0101680994,individual_2
SYNID0101681164,individual_5
SYNID0101681173,individual_3
SYNID0101681307,individual_5
SYNID0101681339,individual_6
SYNID0101681798,individual_4
SYNID0101682429,individual_2
SYNID0101682495,individual_1
SYNID0101682513,individual_4
SYNID0101683076,individual_3
SYNID0101683184,individual_5
SYNID0101683303,individual_2
SYNID0101683548,individual_2
SYNID0101683917,individual_3
SYNID0101684035,individual_3
SYNID0101684196,individual_5
SYNID0101684558,individual_3
SYNID0101684592,individual_5
SYNID0101684623,individual_2
SYNID0101684888,individual_6
SYNID0101684996,individual_5
SYNID0101685082,individual_5
SYNID0101685104,individual_3
SYNID0101685201,individual_2
SYNID0101685229,individual_2
SYNID0101685308,individual_2
SYNID0101685338,individual_3
SYNID0101685526,individual_3
SYNID0101685886,individual_5
SYNID0101686378,individual_5
SYNID0101686590,individual_2
SYNID0101686596,individual_2
SYNID0101686722,individual_2
SYNID0101686851,individual_2
SYNID0101687147,individual_3
SYNID0101687406,individual_5
SYNID0101687637,individual_3
SYNID0101688341,individual_2
SYNID0101689031,individual_3
SYNID0101689060,individual_2
SYNID0101689171,individual_2
SYNID0101689188,individual_2
SYNID0101689343,individual_5
SYNID0101689551,individual_5
SYNID0101690663,individual_2
SYNID0101690677,individual_4
SYNID0101690821,individual_2
SYNID0101691164,individual_5
SYNID0101691453,individual_4
SYNID0101691753,individual_2
SYNID0101691871,individual_2
SYNID0101692019,individual_2
SYNID0101692034,individual_2
SYNID0101692283,individual_2
SYNID0101692456,individual_5
SYNID0101692586,individual_2
SYNID0101692792,individual_4
SYNID0101692813,individual_5
SYNID0101693328,individual_3
SYNID0101693377,individual_5
SYNID0101693656,individual_5
SYNID0101694557,individual_2
SYNID0101694620,individual_2
SYNID0101695143,individual_3
SYNID0101695300,individual_3
SYNID0101695454,individual_2
SYNID0101696151,individual_2
SYNID0101696364,individual_3
SYNID0101696380,individual_5
SYNID0101696473,individual_2
SYNID0101696534,individual_5
SYNID0101696907,individual_2
SYNID0101697223,individual_5
SYNID0101697256,individual_3
SYNID0101697693,individual_2
SYNID0101697772,individual_5
SYNID0101697858,individual_2
SYNID0101698026,individual_2
SYNID0101698147,individual_3
SYNID0101698185,individual_3
SYNID0101698206,individual_5
SYNID0101698264,individual_2
SYNID0101698293,individual_2
SYNID0101698471,individual_2
SYNID0101698489,individual_2
SYNID0101698508,individual_2
SYNID0101698565,individual_3
SYNID0101698573,individual_3
SYNID0101699519,individual_2
SYNID0101699556,individual_5
SYNID0101699652,individual_1
SYNID0101699783,individual_2
SYNID0101699809,individual_3
SYNID0101699838,individual_3
SYNID0101699938,individual_2
SYNID0101700133,individual_5
SYNID0101700553,individual_5
SYNID0101701043,individual_5
SYNID0101701064,individual_4
SYNID0101701084,individual_3
SYNID0101701155,individual_2
SYNID0101701776,individual_2
SYNID0101701792,individual_3
SYNID0101701853,individual_5
SYNID0101702178,individual_2
SYNID0101702194,individual_3
SYNID0101702242,individual_5
SYNID0101702460,individual_3
SYNID0101703296,individual_2
SYNID0101704099,individual_2
SYNID0101704135,individual_4
SYNID0101704148,individual_3
SYNID0101704369,individual_5
SYNID0101704558,individual_2
SYNID0101704676,individual_5
SYNID0101704881,individual_5
SYNID0101704897,individual_5
SYNID0101704940,individual_3
SYNID0101705003,individual_2
SYNID0101705175,individual_3
SYNID0101705510,individual_2
SYNID0101705697,individual_3
SYNID0101705881,individual_3
SYNID0101706125,individual_6
SYNID0101706404,individual_2
SYNID0101706412,individual_5
SYNID0101706458,individual_2
SYNID0101706565,individual_6
SYNID0101706746,individual_5
SYNID0101706805,individual_5
SYNID0101706959,individual_5
SYNID0101707024,individual_2
SYNID0101707148,individual_3
SYNID0101707157,individual_3
SYNID0101707182,individual_5
SYNID0101707471,individual_4
SYNID0101707666,individual_4
SYNID0101707745,individual_4
SYNID0101707751,individual_5
SYNID0101707784,individual_3
SYNID0101707826,individual_5
SYNID0101707938,individual_2
SYNID0101708228,individual_5
SYNID0101708484,individual_2
SYNID0101708551,individual_4
SYNID0101708616,individual_4
SYNID0101708715,individual_3
SYNID0101709093,individual_2
SYNID0101709523,individual_1
SYNID0101709589,individual_5
SYNID0101709880,individual_5
SYNID0101710137,individual_3
SYNID0101710942,individual_2
SYNID0101711225,individual_6
SYNID0101711483,individual_3
SYNID0101711553,individual_2
SYNID0101711722,individual_2
SYNID0101712110,individual_3
SYNID0101712320,individual_3
SYNID0101712466,individual_6
SYNID0101712503,individual_5
SYNID0101712572,individual_5
SYNID0101712655,individual_4
SYNID0101712671,individual_5
SYNID0101713341,individual_3
SYNID0101713377,individual_3
SYNID0101713852,individual_2
SYNID0101714283,individual_1
SYNID0101714341,individual_6
SYNID0101715361,individual_3
SYNID0101715688,individual_4
SYNID0101715846,individual_2
SYNID0101715926,individual_3
SYNID0101716100,individual_5
SYNID0101716123,individual_5
SYNID0101716251,individual_4
SYNID0101716337,individual_3
SYNID0101716527,individual_2
SYNID0101716821,individual_3
SYNID0101716887,individual_2
SYNID0101716916,individual_2
SYNID0101716920,individual_2
SYNID0101717212,individual_5
SYNID0101717620,individual_5
SYNID0101717853,individual_5
SYNID0101718094,individual_3
SYNID0101718316,individual_2
SYNID0101718412,individual_5
SYNID0101718602,individual_2
SYNID0101719016,individual_2
SYNID0101719764,individual_2
SYNID0101719901,individual_5
SYNID0101720484,individual_3
SYNID0101720522,individual_5
