customer_id,province,city,occupation_code,account_age,birth_business_age,transaction_count_ABM,transaction_count_EFT,transaction_count_EMT,debit_transaction_count,debit_transaction_amount,credit_transaction_count,credit_transaction_amount,average_debit_transaction_amount,average_credit_transaction_amount,unique_transaction_cities,unique_transaction_provinces,multi_country_transactions,card_ecommerce_count,card_non_ecommerce_count,card_mcc_diversity_count,card_top_mcc_weight,card_top_mcc,abm_cash_count,Averagetime_between_transaction_day,std_time_between_transactions,median_time_between_transactions,pct_transactions_top10_busiest_days,cheque_user,western_union_user,wire_user
SYNID0100851798,ON,BRAMPTON,OTHER,14.13,27.38,10.0,11.0,8.0,79.0,416535.8,12.0,654068.0,5272.605063291139,54505.66666666666,23.0,11.0,1.0,12.0,50.0,26.0,0.1935483870967742,5814,10.0,1.0118359053497945,0.9578013796506156,0.7693229166666666,24.17582417582417,0.0,0.0,0.0
SYNID0100851806,ON,other,10019,6.06,34.27,5.0,22.0,9.0,28.0,594223.13,14.0,1046528.64,21222.254642857144,74752.04571428572,7.0,3.0,1.0,0.0,5.0,5.0,0.2,0,5.0,2.1790695573622405,2.00196597006841,1.389351851851852,19.047619047619047,1.0,0.0,0.0
SYNID0100851843,ON,TORONTO,OTHER,14.55,25.94,0.0,14.0,14.0,15.0,1457109.0,16.0,1918160.0,97140.6,119885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,2.861925154320988,2.7682455940076034,2.123524305555556,22.58064516129032,1.0,0.0,0.0
SYNID0100851925,AB,CALGARY,OTHER,6.56,31.88,0.0,6.0,9.0,10.0,122850.0,5.0,234535.0,12285.0,46907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,5.938263062169312,6.379898074247985,4.850092592592592,26.666666666666668,0.0,0.0,0.0
SYNID0100851934,ON,TORONTO,OTHER,6.12,43.03,0.0,0.0,0.0,61.0,326730.0,1.0,2914.0,5356.229508196721,2914.0,17.0,11.0,1.0,10.0,52.0,23.0,0.1612903225806451,5814,0.0,1.4574804568913176,1.474670911668552,1.0277083333333332,19.35483870967742,0.0,0.0,0.0
SYNID0100852099,other,other,SELF_EMPLOYED,14.49,41.31,5.0,13.0,21.0,33.0,1331116.0,18.0,2058169.0,40336.84848484849,114342.72222222222,9.0,7.0,1.0,0.0,11.0,8.0,0.1818181818181818,5411,5.0,1.7943858796296297,1.9403371916649077,1.157366898148148,17.647058823529413,1.0,0.0,0.0
SYNID0100852124,other,other,OTHER,14.13,74.55,0.0,19.0,0.0,16.0,441085.0,3.0,272554.0,27567.8125,90851.33333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,3.999933127572016,3.645099133547549,2.9992766203703702,15.789473684210526,0.0,0.0,0.0
SYNID0100852143,other,other,STUDENT,12.54,27.63,2.0,27.0,3.0,107.0,1808324.0,29.0,2540661.0,16900.22429906542,87609.0,37.0,14.0,1.0,11.0,86.0,33.0,0.1855670103092783,5411,2.0,0.6766370884773663,0.7234805868517603,0.4235763888888889,25.735294117647054,1.0,0.0,0.0
SYNID0100852149,ON,LONDON,65100,14.64,23.24,0.0,14.0,0.0,29.0,577908.0,13.0,820851.0,19927.86206896552,63142.38461538462,8.0,7.0,1.0,5.0,15.0,14.0,0.15,0,0.0,2.100620483288166,2.173040732414698,1.345925925925926,26.190476190476197,1.0,0.0,0.0
SYNID0100852479,other,other,RETIRED,33.11,71.97,2.0,6.0,0.0,4.0,48977.0,5.0,398146.91,12244.25,79629.38200000001,3.0,2.0,1.0,0.0,1.0,1.0,1.0,other,1.0,9.752335069444444,10.498642108601352,4.9486689814814815,22.22222222222222,0.0,0.0,0.0
SYNID0100852629,other,other,RETIRED,30.1,68.77,0.0,12.0,0.0,14.0,432035.0,5.0,503466.0,30859.64285714286,100693.2,5.0,4.0,0.0,0.0,6.0,6.0,0.1666666666666666,0,0.0,4.999927340534979,5.94024964212439,1.7266840277777775,21.052631578947366,1.0,0.0,0.0
SYNID0100853002,other,other,OTHER,6.1,59.9,4.0,1.0,6.0,455.0,2921870.5,17.0,1065290.0,6421.693406593407,62664.117647058825,65.0,16.0,1.0,62.0,399.0,53.0,0.1973969631236442,5814,3.0,0.1937368040811512,0.234400620299687,0.0975578703703703,19.91525423728813,0.0,0.0,0.0
SYNID0100853147,AB,CALGARY,OTHER,14.13,26.43,1.0,31.0,29.0,36.0,822807.0,32.0,2657610.0,22855.75,83050.3125,4.0,5.0,1.0,2.0,5.0,5.0,0.2857142857142857,5310,1.0,1.3335427031509122,1.458253293920212,0.983738425925926,25.0,0.0,0.0,0.0
SYNID0100853278,ON,LONDON,OTHER,2.94,22.77,0.0,4.0,11.0,293.0,2367129.0,14.0,538543.0,8078.938566552901,38467.357142857145,60.0,13.0,1.0,33.0,259.0,43.0,0.1541095890410959,5814,0.0,0.2996472933309126,0.3680831364346387,0.1382118055555555,21.49837133550489,0.0,0.0,0.0
SYNID0100853352,BC,other,RETIRED,28.85,69.93,0.0,34.0,0.0,19.0,996929.0,19.0,1654272.0,52469.94736842105,87066.94736842105,3.0,3.0,0.0,0.0,3.0,3.0,0.3333333333333333,5310,0.0,2.295734797297297,2.588398105497262,1.7084143518518518,23.684210526315788,1.0,0.0,0.0
SYNID0100853496,other,other,OTHER,5.41,36.82,4.0,13.0,50.0,100.0,1427415.0,35.0,2066281.24,14274.15,59036.606857142855,23.0,9.0,1.0,3.0,65.0,23.0,0.2058823529411764,5814,4.0,0.6799144900497512,0.6213899302994722,0.5770023148148149,23.703703703703702,0.0,0.0,0.0
SYNID0100853696,other,other,OTHER,14.13,47.55,0.0,9.0,51.0,33.0,1442304.0,29.0,3661032.0,43706.181818181816,126242.4827586207,1.0,1.0,0.0,1.0,0.0,1.0,1.0,other,0.0,1.490406989981785,1.863366762961887,0.8222106481481481,24.193548387096776,1.0,0.0,0.0
SYNID0100854082,other,other,OTHER,33.63,57.39,0.0,30.0,21.0,111.0,1480638.0,21.0,2189639.0,13339.081081081082,104268.52380952382,26.0,10.0,1.0,16.0,65.0,32.0,0.1851851851851851,5814,0.0,0.6979179919423241,0.7694003400490759,0.4795486111111111,22.727272727272727,0.0,0.0,0.0
SYNID0100854098,ON,HAMILTON,RETIRED,14.13,93.72,0.0,39.0,0.0,18.0,439377.0,21.0,2203186.0,24409.83333333333,104913.61904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,2.271302692495127,2.1955527832807538,1.7986979166666668,23.07692307692308,0.0,0.0,0.0
SYNID0100854398,ON,other,14100,6.28,42.41,77.0,13.0,24.0,110.0,922086.47,37.0,918518.76,8382.604272727272,24824.831351351357,31.0,10.0,1.0,7.0,26.0,21.0,0.1818181818181818,5814,71.0,0.6224143835616438,0.7130672382625577,0.3527199074074074,25.170068027210885,0.0,0.0,0.0
SYNID0100854653,other,other,OTHER,20.2,51.03,0.0,39.0,18.0,34.0,1011463.0,31.0,1793429.0,29748.91176470588,57852.54838709677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,1.429347511574074,1.3521049205918927,1.0058738425925926,18.461538461538463,1.0,0.0,0.0
SYNID0100854920,ON,TORONTO,OTHER,13.4,37.45,3.0,6.0,20.0,17.0,897547.0,14.0,685487.0,52796.882352941175,48963.357142857145,3.0,2.0,0.0,0.0,2.0,2.0,0.5,5812,2.0,2.97635262345679,3.4060607715046785,1.883368055555556,22.58064516129032,0.0,0.0,0.0
SYNID0100855038,ON,SCARBOROUGH,RETIRED,28.29,76.74,2.0,18.0,0.0,13.0,167278.5,11.0,1372803.0,12867.576923076924,124800.27272727272,3.0,3.0,1.0,0.0,1.0,1.0,1.0,5542,2.0,3.9412817028985514,3.833057453347728,3.295625,25.0,1.0,0.0,0.0
SYNID0100855304,ON,AJAX,RETIRED,33.16,89.66,0.0,14.0,0.0,14.0,411987.0,7.0,1568117.0,29427.64285714286,224016.7142857143,2.0,1.0,0.0,0.0,2.0,2.0,0.5,5251,0.0,3.979765625,3.096718469358648,2.877853009259259,19.047619047619047,1.0,0.0,1.0
SYNID0100855329,BC,other,65100,25.27,47.55,1.0,1.0,21.0,24.0,192562.41,17.0,768099.0,8023.43375,45182.294117647056,10.0,5.0,1.0,2.0,16.0,12.0,0.2777777777777778,5814,1.0,2.2293096064814817,2.4846854525940323,1.3460648148148149,19.51219512195122,0.0,0.0,0.0
SYNID0100855426,ON,other,14100,3.08,21.35,1.0,18.0,7.0,43.0,666591.0,14.0,859477.0,15502.116279069767,61391.21428571428,15.0,10.0,1.0,4.0,26.0,19.0,0.2,5814,1.0,1.5617480985449734,1.8184887734606616,0.977789351851852,21.052631578947366,1.0,0.0,0.0
SYNID0100855785,other,other,OTHER,3.88,39.33,1.0,23.0,8.0,18.0,906682.0,15.0,1280780.0,50371.22222222222,85385.33333333333,2.0,2.0,0.0,1.0,0.0,1.0,1.0,5812,0.0,2.7187272135416665,2.2473943118773274,1.9413715277777777,21.21212121212121,0.0,0.0,0.0
SYNID0100855810,BC,VICTORIA,UNEMPLOYED,4.04,62.93,0.0,10.0,18.0,13.0,474745.0,18.0,1673730.0,36518.84615384616,92985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,2.7203595679012347,2.5647463398799086,1.7893229166666669,22.58064516129032,1.0,0.0,0.0
SYNID0100856128,NS,HALIFAX,RETIRED,31.47,77.0,0.0,19.0,0.0,24.0,279308.0,14.0,1398222.0,11637.833333333334,99873.0,11.0,6.0,1.0,2.0,15.0,9.0,0.1764705882352941,0,0.0,2.4069776026026024,2.6157888290488707,1.4892824074074074,26.31578947368421,1.0,0.0,0.0
SYNID0100856160,ON,other,OTHER,4.82,23.09,10.0,25.0,43.0,225.0,2846797.57,48.0,3016167.0,12652.433644444443,62836.8125,51.0,11.0,1.0,22.0,159.0,42.0,0.1657458563535911,5411,8.0,0.3349515335648148,0.3501720490344941,0.2042650462962963,20.51282051282051,1.0,0.0,0.0
SYNID0100856170,AB,EDMONTON,73300,4.73,28.01,0.0,20.0,21.0,20.0,487663.0,21.0,1539377.0,24383.15,73303.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,2.263527488425926,2.3681296525217275,1.524699074074074,21.951219512195124,0.0,0.0,0.0
SYNID0100856335,ON,TORONTO,STUDENT,8.62,25.67,2.0,8.0,30.0,31.0,612334.0,22.0,1371507.0,19752.70967741936,62341.22727272727,8.0,6.0,1.0,2.0,10.0,8.0,0.3333333333333333,5912,2.0,1.6653038194444445,2.3059226190551945,1.0249247685185183,20.75471698113208,1.0,0.0,0.0
SYNID0100856737,NL,other,OTHER,14.13,47.55,0.0,7.0,0.0,8.0,562556.0,5.0,505868.0,70319.5,101173.6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5814,0.0,7.112162422839506,7.337694608828387,3.4419097222222224,30.76923076923077,1.0,0.0,0.0
SYNID0100856817,AB,CALGARY,UNEMPLOYED,2.63,26.82,0.0,0.0,45.0,203.0,2257736.0,25.0,1035131.0,11121.852216748768,41405.24,49.0,12.0,1.0,18.0,165.0,38.0,0.1475409836065573,5411,0.0,0.4025770415239028,0.4415312945564149,0.226875,23.684210526315788,0.0,0.0,0.0
SYNID0100856852,ON,SCARBOROUGH,OTHER,32.38,61.31,2.0,20.0,6.0,20.0,620354.0,17.0,651750.0,31017.7,38338.23529411765,5.0,5.0,1.0,2.0,4.0,6.0,0.1666666666666666,0,2.0,2.5000028935185186,2.4495652213927253,1.840966435185185,18.91891891891892,1.0,0.0,0.0
SYNID0100856955,ON,KITCHENER,OTHER,2.81,24.42,12.0,16.0,93.0,89.0,2768017.15,61.0,3276387.61,31101.31629213483,53711.272295081966,10.0,9.0,1.0,7.0,22.0,18.0,0.1379310344827586,0,10.0,0.6123140380313199,0.6609003162809657,0.3599537037037037,25.333333333333336,0.0,0.0,0.0
SYNID0100856968,other,other,313,1.34,57.07,0.0,13.0,0.0,2.0,20977.0,11.0,838010.0,10488.5,76182.72727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,7.054080825617284,4.640862035797387,7.319704861111111,23.07692307692308,0.0,0.0,0.0
SYNID0100857296,MB,WINNIPEG,RETIRED,14.13,47.55,0.0,7.0,0.0,185.0,1199309.0,6.0,602277.0,6482.751351351351,100379.5,42.0,12.0,1.0,18.0,166.0,40.0,0.2065217391304347,5814,0.0,0.478546783625731,0.5695136429758894,0.22234375,23.56020942408377,0.0,0.0,0.0
SYNID0100857610,QC,other,OTHER,14.13,20.09,3.0,4.0,1.0,8.0,74764.47,5.0,357284.61,9345.55875,71456.92199999999,3.0,4.0,0.0,0.0,5.0,4.0,0.4,5814,3.0,7.492759452160494,4.35412343073911,6.619432870370371,15.384615384615383,0.0,0.0,0.0
SYNID0100857739,AB,other,SELF_EMPLOYED,18.61,47.55,1.0,0.0,0.0,41.0,133137.0,2.0,1013.0,3247.243902439024,506.5,23.0,10.0,1.0,2.0,40.0,17.0,0.238095238095238,5814,1.0,2.0486896494708997,1.703822628005612,1.2071006944444445,18.6046511627907,0.0,0.0,0.0
SYNID0100858004,ON,other,UNEMPLOYED,12.07,57.68,0.0,25.0,0.0,13.0,163401.0,12.0,1646113.0,12569.307692307691,137176.08333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,3.7229292052469134,4.1272705031641,2.886394675925926,20.0,0.0,0.0,0.0
SYNID0100858318,ON,other,RETIRED,41.63,72.02,6.0,1.0,28.0,37.0,571257.75,18.0,1548828.0,15439.398648648648,86046.0,10.0,9.0,1.0,3.0,7.0,9.0,0.2,5411,5.0,1.6656301440329218,1.5670995696421055,1.298773148148148,23.63636363636364,1.0,0.0,0.0
SYNID0100858324,other,other,OTHER,25.16,32.15,2.0,16.0,11.0,27.0,369049.86,15.0,781022.0,13668.513333333332,52068.13333333333,6.0,5.0,1.0,0.0,11.0,8.0,0.2727272727272727,5411,1.0,2.1828971883468835,1.6196181103065843,1.8665046296296297,19.047619047619047,1.0,0.0,0.0
SYNID0100858364,other,other,OTHER,24.13,46.02,8.0,35.0,11.0,119.0,1469955.0,34.0,2340670.0,12352.563025210084,68843.23529411765,31.0,11.0,1.0,16.0,80.0,30.0,0.1354166666666666,5814,7.0,0.5789438657407407,0.6259313716594421,0.378125,22.22222222222222,1.0,0.0,0.0
SYNID0100858412,ON,MISSISSAUGA,STUDENT,1.41,26.86,0.0,36.0,4.0,20.0,252627.0,22.0,1201035.0,12631.35,54592.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,other,0.0,2.2022394421860887,3.3334223050203304,0.7010532407407407,23.809523809523807,1.0,0.0,0.0
SYNID0100858684,ON,other,STUDENT,14.13,41.32,0.0,5.0,16.0,25.0,295351.0,11.0,557294.0,11814.04,50663.09090909091,8.0,6.0,1.0,3.0,12.0,13.0,0.2,5411,0.0,2.526885251322751,2.3909070653456244,1.866099537037037,22.22222222222222,0.0,0.0,0.0
SYNID0100858949,ON,other,OTHER,12.41,55.84,0.0,6.0,58.0,33.0,625607.0,31.0,1579937.0,18957.78787878788,50965.70967741936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,1.4109057172251618,1.965689107271669,0.5914814814814815,18.75,0.0,0.0,0.0
SYNID0100859570,ON,OTTAWA,RETIRED,9.69,68.41,0.0,0.0,14.0,56.0,614523.0,8.0,462972.0,10973.625,57871.5,21.0,9.0,1.0,7.0,41.0,22.0,0.1875,5814,0.0,1.439170157260435,1.3018812684919103,1.2115162037037035,20.3125,1.0,0.0,0.0
SYNID0100859800,ON,other,OTHER,16.54,36.83,0.0,15.0,6.0,309.0,2279124.0,16.0,922482.0,7375.805825242718,57655.125,57.0,13.0,1.0,52.0,252.0,49.0,0.1875,5814,0.0,0.2825827331961591,0.3276558849368377,0.1616030092592592,21.846153846153847,0.0,0.0,0.0
SYNID0100859989,ON,MISSISSAUGA,SELF_EMPLOYED,32.34,60.59,1.0,10.0,0.0,23.0,142070.0,4.0,405938.0,6176.95652173913,101484.5,8.0,6.0,1.0,2.0,14.0,13.0,0.1875,5812,1.0,3.158298165954416,3.032504326480726,2.0337442129629637,18.51851851851852,0.0,0.0,0.0
SYNID0100859994,ON,BARRIE,14100,41.41,67.22,12.0,38.0,5.0,222.0,3277917.84,32.0,1992726.15,14765.395675675674,62272.6921875,55.0,11.0,1.0,36.0,161.0,43.0,0.2030456852791878,5814,9.0,0.3609271611037916,0.4450336295879248,0.1882754629629629,20.866141732283463,1.0,0.0,0.0
SYNID0100860019,BC,other,OTHER,14.13,28.73,0.0,34.0,1.0,290.0,2265110.0,29.0,3149930.0,7810.724137931034,108618.27586206896,60.0,15.0,1.0,35.0,248.0,47.0,0.1766784452296819,5814,0.0,0.2867265024458421,0.3342766115297281,0.1416435185185185,21.31661442006269,1.0,0.0,0.0
SYNID0100860178,ON,HAMILTON,RETIRED,22.73,67.0,0.0,16.0,22.0,14.0,169666.0,24.0,1572823.0,12119.0,65534.29166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,2.4406409534534537,2.3521238440177505,1.6187847222222222,21.052631578947366,0.0,0.0,0.0
SYNID0100860420,other,other,SELF_EMPLOYED,8.92,47.2,0.0,21.0,7.0,15.0,174664.0,13.0,921516.0,11644.266666666666,70885.84615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,3.344141375171468,2.8885222689766463,2.27800925925926,21.428571428571427,0.0,0.0,0.0
SYNID0100860659,ON,HAMILTON,10019,20.57,56.33,2.0,10.0,6.0,107.0,638040.0,10.0,2259431.71,5962.990654205608,225943.171,25.0,10.0,1.0,13.0,85.0,30.0,0.2346938775510204,5814,2.0,0.786055635376756,0.8164360646230363,0.5962962962962963,23.93162393162393,0.0,0.0,1.0
SYNID0100860833,BC,VANCOUVER,65100,5.39,38.16,1.0,15.0,0.0,10.0,218225.88,13.0,1383564.0,21822.588,106428.0,3.0,3.0,1.0,0.0,3.0,3.0,0.3333333333333333,5814,0.0,4.158101851851852,3.103988179950532,4.668778935185186,21.73913043478261,1.0,1.0,0.0
SYNID0100860989,other,other,OTHER,33.51,47.55,3.0,6.0,0.0,6.0,78549.51999999999,4.0,265184.0,13091.586666666664,66296.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,5814,3.0,6.094679783950617,5.434497449023493,4.057673611111111,10.0,0.0,0.0,0.0
SYNID0100861159,BC,other,14100,18.41,42.43,8.0,3.0,1.0,25.0,5130942.53,6.0,223204.25,205237.7012,37200.708333333336,10.0,7.0,1.0,2.0,16.0,11.0,0.1666666666666666,5814,6.0,2.980148148148148,3.8832314215111374,1.0451967592592593,29.03225806451613,1.0,0.0,0.0
SYNID0100861250,MB,WINNIPEG,14100,14.13,19.37,4.0,8.0,33.0,52.0,1059217.25,21.0,1008130.0,20369.5625,48006.19047619047,13.0,9.0,1.0,3.0,25.0,15.0,0.25,5814,4.0,1.2587712191358025,1.2489853470664338,0.8436921296296296,23.28767123287671,0.0,0.0,0.0
SYNID0100861308,ON,TORONTO,SELF_EMPLOYED,25.54,57.3,0.0,35.0,7.0,117.0,2303668.0,29.0,2500874.0,19689.47008547009,86237.03448275862,25.0,10.0,1.0,20.0,82.0,34.0,0.1568627450980392,5814,0.0,0.6307752234993614,0.6377046054779381,0.5212731481481482,22.602739726027394,1.0,0.0,0.0
SYNID0100861499,other,other,OTHER,23.21,31.19,0.0,4.0,78.0,128.0,1254891.0,42.0,2011531.0,9803.8359375,47893.59523809524,24.0,11.0,1.0,19.0,68.0,32.0,0.1379310344827586,5411,0.0,0.5404163242384397,0.546443412990388,0.3516435185185185,21.176470588235293,1.0,0.0,0.0
SYNID0100861550,BC,VANCOUVER,UNEMPLOYED,5.43,21.74,0.0,1.0,15.0,91.0,982423.0,5.0,90436.0,10795.857142857143,18087.2,27.0,11.0,1.0,13.0,67.0,28.0,0.175,5814,0.0,0.9604328703703704,1.0589537596069587,0.6445949074074074,19.791666666666664,0.0,0.0,0.0
SYNID0100861617,BC,other,SELF_EMPLOYED,1.16,28.7,7.0,15.0,22.0,127.0,3500625.2,18.0,735170.0,27563.977952755908,40842.77777777778,27.0,12.0,1.0,14.0,80.0,29.0,0.1595744680851064,5814,6.0,0.6275749903549382,0.6081482066500836,0.456423611111111,22.75862068965517,1.0,0.0,0.0
SYNID0100861708,ON,other,OTHER,7.23,39.45,0.0,0.0,25.0,18.0,476063.0,13.0,648641.0,26447.944444444445,49895.46153846154,5.0,4.0,0.0,0.0,6.0,5.0,0.3333333333333333,5814,0.0,2.940042438271605,2.6024153965004264,2.041221064814815,19.35483870967742,0.0,0.0,0.0
SYNID0100861724,AB,CALGARY,STUDENT,2.09,28.23,0.0,27.0,5.0,45.0,566815.0,11.0,1054660.0,12595.888888888889,95878.18181818182,10.0,6.0,1.0,3.0,18.0,13.0,0.238095238095238,5814,0.0,1.6310397727272727,1.42978563745372,1.1339699074074074,21.428571428571427,1.0,0.0,0.0
SYNID0100862418,ON,other,OTHER,14.13,43.02,1.0,18.0,15.0,25.0,889145.0,20.0,842734.0,35565.8,42136.7,5.0,4.0,1.0,4.0,7.0,10.0,0.1818181818181818,5411,0.0,2.071070338804714,2.1119869993387264,1.201707175925926,22.22222222222222,0.0,0.0,0.0
SYNID0100862583,other,other,73300,29.34,53.65,1.0,18.0,4.0,25.0,283454.0,13.0,994315.0,11338.16,76485.76923076923,9.0,8.0,1.0,1.0,14.0,10.0,0.2666666666666666,5814,0.0,2.383727477477477,3.317279038300774,1.1613773148148148,21.052631578947366,0.0,0.0,0.0
SYNID0100862790,AB,CALGARY,OTHER,12.34,52.45,0.0,7.0,8.0,499.0,3238333.0,28.0,1034242.0,6489.645290581162,36937.21428571428,77.0,14.0,1.0,55.0,457.0,59.0,0.162109375,5814,0.0,0.173828444057175,0.2093956683445466,0.0917708333333333,20.49335863377609,0.0,0.0,0.0
SYNID0100863161,other,other,RETIRED,24.23,74.18,5.0,19.0,21.0,93.0,3179944.0,24.0,1912526.0,34192.94623655914,79688.58333333333,35.0,12.0,1.0,5.0,62.0,24.0,0.208955223880597,5814,4.0,0.7749293582375478,0.7710962628336745,0.583125,21.36752136752137,1.0,0.0,0.0
SYNID0100863612,ON,other,OTHER,11.63,48.93,4.0,18.0,1.0,18.0,293144.28,11.0,1490203.0,16285.793333333337,135473.0,6.0,4.0,1.0,1.0,5.0,6.0,0.1666666666666666,0,4.0,3.2395366236772487,2.8775200359188924,2.0911921296296296,24.13793103448276,0.0,0.0,0.0
SYNID0100863615,other,other,SELF_EMPLOYED,10.81,48.34,2.0,6.0,7.0,29.0,317885.0,7.0,521650.0,10961.551724137931,74521.42857142857,9.0,5.0,1.0,4.0,16.0,14.0,0.2,5411,2.0,2.5815724206349207,3.0395948348220023,2.019837962962963,22.22222222222222,1.0,0.0,0.0
SYNID0100863667,ON,MISSISSAUGA,STUDENT,14.13,37.24,0.0,0.0,0.0,156.0,965530.0,2.0,380214.0,6189.294871794872,190107.0,39.0,14.0,1.0,29.0,129.0,35.0,0.1582278481012658,5814,0.0,0.5765661860108516,0.532628778862384,0.4453819444444444,24.68354430379747,0.0,0.0,0.0
SYNID0100863700,other,other,OTHER,10.74,54.31,0.0,28.0,25.0,155.0,1937857.0,31.0,27325675.0,12502.303225806452,881473.3870967742,34.0,13.0,1.0,17.0,111.0,34.0,0.1640625,5411,0.0,0.491804491991992,0.4953053621233026,0.3269907407407407,19.35483870967742,1.0,0.0,0.0
SYNID0100864041,BC,VANCOUVER,OTHER,13.48,45.57,3.0,26.0,17.0,74.0,1308982.0,28.0,1825192.21,17688.945945945947,65185.43607142857,17.0,9.0,1.0,10.0,40.0,24.0,0.16,5411,2.0,0.9011451457645764,0.8456210272689046,0.5971064814814815,22.54901960784314,1.0,0.0,0.0
SYNID0100864263,BC,SURREY,RETIRED,26.14,67.1,4.0,31.0,2.0,147.0,1748058.91,18.0,1811793.0,11891.557210884355,100655.16666666669,35.0,12.0,1.0,16.0,108.0,34.0,0.2338709677419354,5814,4.0,0.5572952659214092,0.6849220680144341,0.3274479166666666,22.424242424242426,1.0,0.0,0.0
SYNID0100864651,ON,other,60010,19.29,45.27,27.0,19.0,1.0,41.0,293911.18,22.0,1298998.97,7168.5653658536585,59045.40772727272,12.0,10.0,1.0,3.0,11.0,11.0,0.2142857142857142,5411,22.0,1.4743397177419355,1.3695142602599306,1.0589293981481482,19.047619047619047,1.0,0.0,0.0
SYNID0100864736,ON,BRAMPTON,OTHER,5.07,47.55,1.0,10.0,0.0,4.0,29959.53,8.0,460618.0,7489.8825,57577.25,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5814,1.0,6.390224116161616,3.92928964536237,6.000034722222222,16.666666666666664,0.0,0.0,0.0
SYNID0100864743,ON,TORONTO,SELF_EMPLOYED,2.02,44.87,0.0,0.0,8.0,4.0,40737.0,4.0,123115.0,10184.25,30778.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,11.8236541005291,11.906497843798633,5.573159722222222,12.5,0.0,0.0,0.0
SYNID0100864845,other,other,OTHER,29.43,66.97,7.0,24.0,51.0,80.0,1686979.0,41.0,1646321.0,21087.2375,40154.17073170732,17.0,11.0,1.0,6.0,29.0,16.0,0.1428571428571428,5411,5.0,0.7607608024691358,0.8023552402023101,0.5852546296296296,22.31404958677686,1.0,0.0,0.0
SYNID0100864905,BC,VANCOUVER,RETIRED,35.28,79.7,4.0,18.0,0.0,80.0,1151395.25,16.0,9912799.0,14392.440625,619549.9375,24.0,11.0,1.0,6.0,64.0,27.0,0.1714285714285714,0,4.0,0.9473774366471734,1.1109305813635917,0.6788657407407407,23.958333333333336,1.0,0.0,0.0
SYNID0100865084,NS,other,STUDENT,19.79,27.35,2.0,6.0,1.0,8.0,159284.0,2.0,239336.0,19910.5,119668.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5814,2.0,7.865407664609053,6.777666162602957,6.789710648148148,20.0,0.0,0.0,0.0
SYNID0100865849,ON,MARKHAM,OTHER,8.16,40.29,0.0,10.0,1.0,3.0,367570.0,8.0,1213129.0,122523.33333333331,151641.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,6.164990740740741,6.440446765807874,4.097494212962963,18.181818181818183,0.0,0.0,0.0
SYNID0100866558,other,other,OTHER,25.47,50.97,3.0,2.0,26.0,165.0,1355639.27,16.0,977773.0,8215.995575757575,61110.8125,34.0,13.0,1.0,20.0,128.0,36.0,0.1891891891891892,5814,3.0,0.5064544110082304,0.5791879301352603,0.2985185185185185,19.88950276243094,1.0,0.0,0.0
SYNID0100866658,other,other,OTHER,23.5,53.22,1.0,17.0,16.0,25.0,1133640.0,21.0,2896179.0,45345.6,137913.2857142857,2.0,3.0,1.0,0.0,2.0,2.0,0.5,5541,1.0,1.843159979423868,1.664786812484521,1.2269444444444444,19.565217391304348,1.0,0.0,0.0
SYNID0100866979,other,other,11102,13.65,26.08,1.0,8.0,3.0,7.0,535433.0,9.0,819362.38,76490.42857142857,91040.26444444444,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5541,1.0,5.568395833333333,4.445845222410582,3.617881944444445,25.0,1.0,0.0,0.0
SYNID0100867124,MB,WINNIPEG,OTHER,33.91,56.07,1.0,38.0,12.0,33.0,1243144.25,25.0,2345226.0,37671.03787878788,93809.04,4.0,3.0,1.0,0.0,5.0,4.0,0.4,5411,0.0,1.5259980100714752,1.5961892972743994,0.992025462962963,24.13793103448276,1.0,0.0,0.0
SYNID0100867166,MB,WINNIPEG,RETIRED,22.14,85.28,0.0,8.0,0.0,5.0,521518.0,4.0,673306.0,104303.6,168326.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,11.374895833333332,11.807827309383123,6.849988425925925,22.22222222222222,1.0,0.0,0.0
