customer_id,kyc_type,province,city,industry_code,occupation_code,sales_cents,account_age,birth_business_age,total_transaction_count,transaction_count_ABM,transaction_count_Card,transaction_count_Cheque,transaction_count_EFT,transaction_count_EMT,transaction_count_Western Union,transaction_count_Wire,debit_transaction_count,debit_transaction_amount,credit_transaction_count,credit_transaction_amount,average_debit_transaction_amount,average_credit_transaction_amount,unique_transaction_cities,unique_transaction_provinces,multi_country_transactions,card_transaction_count,card_ecommerce_count,card_non_ecommerce_count,card_ecommerce_to_nonecommerce_ratio,card_mcc_diversity_count,card_top_mcc_weight,card_top_mcc,card_second_mcc,abm_transaction_count,abm_cash_count,abm_non_cash_count,abm_cash_to_non_cash_ratio,Debit_Amount_Total,Credit_Amount_Total,Averagetime_between_alltransaction,std_time_between_transactions,median_time_between_transactions,pct_transactions_top10_busiest_days
SYNID0102170197,individual,ON,OAKVILLE,,RETIRED,,32.08,80.76,61,1,46,0,14,0,0,0,50.0,585140.0,11.0,1288227.0,11702.8,117111.54545454546,11,8,1,46.0,6.0,40.0,0.15,21.0,0.1956521739130435,5814,5411,1.0,1.0,0.0,,585140.0,1288227.0,1.4715372299382716,1.4646297920342881,0.9669849537037036,21.311475409836063
SYNID0102170945,individual,other,other,,OTHER,,35.28,55.23,74,3,26,0,31,14,0,0,55.0,1028944.0,19.0,1568288.0,18708.072727272727,82541.47368421052,7,9,1,26.0,3.0,23.0,0.13043478260869565,15.0,0.19230769230769232,5411,5814,3.0,3.0,0.0,,1028944.0,1568288.0,1.1781936516996447,1.1876365241243025,0.7729050925925925,20.27027027027027
SYNID0102171015,individual,BC,PRINCE GEORGE,,UNEMPLOYED,,2.84,31.88,89,0,0,0,2,87,0,0,46.0,1567650.0,43.0,1082036.0,34079.34782608696,25163.627906976744,0,0,0,,,,,,,,,,,,,1567650.0,1082036.0,1.0395686026936026,1.126247030865198,0.6955381944444445,20.224719101123593
SYNID0102171054,individual,ON,WOODBRIDGE,,21310,,9.43,29.84,96,0,0,0,45,51,0,0,57.0,1336228.0,39.0,2649287.0,23442.59649122807,67930.43589743589,0,0,0,,,,,,,,,,,,,1336228.0,2649287.0,0.964051656920078,1.145077403504416,0.5869444444444445,22.916666666666664
SYNID0102171131,individual,other,other,,RETIRED,,30.93,82.86,155,8,98,1,44,4,0,0,128.0,2331974.7199999997,27.0,3309130.0,18218.552499999998,122560.37037037036,27,12,1,98.0,13.0,85.0,0.15294117647058825,30.0,0.11224489795918367,5411,5814,8.0,7.0,1.0,7.0,2331974.7199999997,3309130.0,0.5909036796536796,0.6601900495795107,0.38132523148148145,26.451612903225808
SYNID0102171158,individual,ON,BURLINGTON,,73300,,4.41,21.26,236,5,168,2,14,47,0,0,206.0,8250996.4,30.0,1845606.0,40053.380582524274,61520.2,46,11,1,168.0,31.0,137.0,0.22627737226277372,43.0,0.13690476190476192,5814,5411,5.0,5.0,0.0,,8250996.4,1845606.0,0.38937278368794326,0.41466682438940744,0.23201388888888888,21.610169491525426
SYNID0102171205,individual,ON,MARKHAM,,UNEMPLOYED,,7.94,54.68,28,2,1,1,17,7,0,0,15.0,315976.0,13.0,786492.0,21065.066666666666,60499.38461538462,2,2,1,1.0,0.0,1.0,0.0,1.0,1.0,5310,,2.0,2.0,0.0,,315976.0,786492.0,3.1834987997256516,2.871974763560409,2.5760300925925925,21.428571428571427
SYNID0102171213,individual,BC,VICTORIA,,STUDENT,,4.41,24.41,44,5,14,3,13,5,4,0,30.0,477947.75,14.0,1158838.52,15931.591666666667,82774.18000000001,11,6,1,14.0,2.0,12.0,0.16666666666666666,13.0,0.14285714285714285,0,4121,5.0,5.0,0.0,,477947.75,1158838.52,2.0999520887166234,1.8135132753172687,1.1714699074074073,18.181818181818183
SYNID0102171252,individual,other,other,,STUDENT,,3.91,23.54,125,2,91,0,3,29,0,0,107.0,892454.6699999999,18.0,1615171.0,8340.69785046729,89731.72222222222,29,10,1,91.0,12.0,79.0,0.1518987341772152,24.0,0.23076923076923078,5411,5814,2.0,2.0,0.0,,892454.6699999999,1615171.0,0.730015307646356,0.6947659461835958,0.6006481481481482,22.400000000000002
SYNID0102171370,individual,ON,NIAGARA FALLS,,STUDENT,,9.53,23.25,58,2,42,0,0,14,0,0,50.0,375602.78,8.0,308037.0,7512.055600000001,38504.625,16,10,1,42.0,7.0,35.0,0.2,19.0,0.14285714285714285,5411,5814,2.0,2.0,0.0,,375602.78,308037.0,1.5245352095516571,1.4511812428099535,0.9902314814814814,18.96551724137931
SYNID0102171549,individual,other,other,,UNEMPLOYED,,13.57,50.61,144,2,126,0,10,6,0,0,134.0,873857.5,10.0,597627.0,6521.324626865671,59762.7,42,11,1,126.0,21.0,105.0,0.2,37.0,0.19047619047619047,5814,5411,2.0,2.0,0.0,,873857.5,597627.0,0.6303947325822326,0.6964800959012445,0.3601736111111111,23.61111111111111
SYNID0102171590,individual,QC,QUEBEC,,UNEMPLOYED,,21.83,57.2,208,0,198,0,10,0,0,0,201.0,1266993.0,7.0,687530.0,6303.44776119403,98218.57142857143,43,15,1,198.0,29.0,169.0,0.17159763313609466,46.0,0.15151515151515152,5814,5411,,,,,1266993.0,687530.0,0.44216927223116836,0.49034493637440385,0.23569444444444446,21.153846153846153
SYNID0102171751,individual,ON,KEMPTVILLE,,RETIRED,,28.67,75.83,54,0,2,11,32,9,0,0,23.0,446571.0,31.0,14857246.0,19416.130434782608,479266.0,2,1,0,2.0,1.0,1.0,1.0,2.0,0.5,4121,5912,,,,,446571.0,14857246.0,1.7129487683438154,2.1919485413736846,0.9419097222222222,24.074074074074073
SYNID0102171811,individual,ON,AJAX,,6,,5.92,23.0,117,0,108,0,4,5,0,0,112.0,1251673.0,5.0,621878.0,11175.651785714286,124375.6,33,12,1,108.0,15.0,93.0,0.16129032258064516,31.0,0.1111111111111111,5411,5814,,,,,1251673.0,621878.0,0.7851704182630906,0.794274046371319,0.566579861111111,23.076923076923077
SYNID0102172043,individual,other,other,,313,,,,101,1,71,0,6,23,0,0,84.0,1068493.0,17.0,758112.0,12720.154761904761,44594.82352941176,23,11,1,71.0,11.0,60.0,0.18333333333333332,29.0,0.22535211267605634,5814,5310,1.0,0.0,1.0,0.0,1068493.0,758112.0,0.9148131944444444,0.8590749639770257,0.712650462962963,19.801980198019802
SYNID0102172068,individual,BC,MAPLE RIDGE,,63101,,8.5,46.64,55,0,45,0,8,2,0,0,52.0,394620.0,3.0,195948.0,7588.846153846154,65316.0,19,8,1,45.0,8.0,37.0,0.21621621621621623,22.0,0.17777777777777778,5411,5251,,,,,394620.0,195948.0,1.6577764917695474,1.6227532787505154,0.9595891203703704,20.0
SYNID0102172441,individual,ON,BARRIE,,10019,,5.77,24.5,52,1,11,0,9,31,0,0,34.0,487098.67,18.0,1025331.0,14326.431470588235,56962.833333333336,5,7,1,11.0,4.0,7.0,0.5714285714285714,9.0,0.18181818181818182,5411,5812,1.0,1.0,0.0,,487098.67,1025331.0,1.788808778140886,1.46109854578393,1.674247685185185,19.230769230769234
SYNID0102172524,individual,other,other,,RETIRED,,33.57,55.33,54,6,22,1,15,10,0,0,43.0,494778.81,11.0,1030585.0,11506.483953488372,93689.54545454546,11,9,1,22.0,3.0,19.0,0.15789473684210525,11.0,0.18181818181818182,5310,5541,6.0,5.0,1.0,5.0,494778.81,1030585.0,1.7171394566736549,1.8344773492640307,1.117326388888889,18.51851851851852
SYNID0102172674,individual,AB,LETHBRIDGE,,OTHER,,12.21,,2,0,2,0,0,0,0,0,2.0,33803.0,,,16901.5,,2,1,0,2.0,2.0,0.0,,2.0,0.5,5311,5995,,,,,33803.0,,64.99837962962962,,64.99837962962962,50.0
SYNID0102172709,individual,other,other,,SELF_EMPLOYED,,31.23,59.47,47,4,3,2,17,21,0,0,24.0,929322.0,23.0,729094.0,38721.75,31699.739130434784,5,3,0,3.0,0.0,3.0,0.0,3.0,0.3333333333333333,5499,5941,4.0,3.0,1.0,3.0,929322.0,729094.0,1.9477241847826088,1.8207398806462762,1.1730092592592594,23.404255319148938
SYNID0102172811,individual,NS,HALIFAX,,63200,,4.31,25.61,356,0,343,0,0,13,0,0,350.0,2067853.0,6.0,394953.0,5908.151428571428,65825.5,62,15,1,343.0,56.0,287.0,0.1951219512195122,49.0,0.1661807580174927,5814,5411,,,,,2067853.0,394953.0,0.2555899517475222,0.3065144931189291,0.12846064814814814,21.06741573033708
SYNID0102172857,individual,QC,LAVAL,,STUDENT,,6.27,26.77,92,8,30,0,22,32,0,0,57.0,689979.0,35.0,1626779.03,12104.894736842105,46479.40085714286,17,8,1,30.0,1.0,29.0,0.034482758620689655,17.0,0.2,5411,0,8.0,6.0,2.0,3.0,689979.0,1626779.03,1.0052200345950346,0.98674571414688,0.652974537037037,23.91304347826087
SYNID0102172871,individual,BC,NORTH VANCOUVER,,13100,,4.86,40.0,140,7,118,3,1,11,0,0,127.0,1917204.26,13.0,685454.9,15096.096535433071,52727.3,32,11,1,118.0,16.0,102.0,0.1568627450980392,36.0,0.1271186440677966,5814,5411,7.0,6.0,1.0,6.0,1917204.26,685454.9,0.6606399880095923,0.649623757924097,0.5205555555555555,24.285714285714285
SYNID0102173384,individual,AB,CALGARY,,62200,,22.98,66.46,54,7,3,2,9,33,0,0,32.0,955262.55,22.0,461468.0,29851.9546875,20975.81818181818,4,5,1,3.0,1.0,2.0,0.5,2.0,0.6666666666666666,5814,5815,7.0,7.0,0.0,,955262.55,461468.0,1.7183599755415793,1.4156395020025507,1.399560185185185,22.22222222222222
SYNID0102173546,individual,ON,KANATA,,SELF_EMPLOYED,,22.96,,85,6,58,1,13,7,0,0,71.0,595393.86,14.0,610368.48,8385.829014084507,43597.74857142857,22,8,1,58.0,8.0,50.0,0.16,20.0,0.1724137931034483,5411,5812,6.0,5.0,1.0,5.0,595393.86,610368.48,1.0736422508818342,0.9995699325106225,0.7530844907407408,21.176470588235293
SYNID0102173733,individual,NL,ST. JOHN'S,,OTHER,,0.76,25.55,6,0,0,0,6,0,0,0,3.0,78827.0,3.0,249689.0,26275.666666666668,83229.66666666667,0,0,0,,,,,,,,,,,,,78827.0,249689.0,7.699664351851851,5.57949826381299,6.000150462962963,16.666666666666664
SYNID0102173942,individual,ON,MISSISSAUGA,,31209,,12.65,59.17,35,1,31,0,3,0,0,0,33.0,321669.0,2.0,45840.0,9747.545454545454,22920.0,16,9,1,31.0,5.0,26.0,0.19230769230769232,19.0,0.25806451612903225,5814,5411,1.0,1.0,0.0,,321669.0,45840.0,2.598601579520697,2.702441488098715,1.9919270833333336,22.857142857142858
SYNID0102174091,individual,ON,KITCHENER,,STUDENT,,,19.89,115,92,19,0,0,4,0,0,102.0,198666.9,13.0,114396.45999999999,1947.714705882353,8799.727692307692,28,11,1,19.0,5.0,14.0,0.35714285714285715,14.0,0.21052631578947367,5814,5541,92.0,89.0,3.0,29.666666666666668,198666.9,114396.45999999999,0.7959524244639377,0.843067511894779,0.6019039351851851,24.347826086956523
SYNID0102174201,individual,NL,ST. JOHN'S,,RETIRED,,25.57,64.16,164,1,156,0,7,0,0,0,156.0,752622.5700000001,8.0,910970.0,4824.5036538461545,113871.25,39,11,1,156.0,26.0,130.0,0.2,40.0,0.16025641025641027,5814,5411,1.0,1.0,0.0,,752622.5700000001,910970.0,0.559885253351511,0.5945635405985272,0.3411574074074074,21.951219512195124
SYNID0102174221,individual,ON,BRAMPTON,,STUDENT,,2.21,10.46,10,5,5,0,0,0,0,0,10.0,45975.3,,,4597.530000000001,,6,6,1,5.0,0.0,5.0,0.0,4.0,0.4,5411,5251,5.0,4.0,1.0,4.0,45975.3,,9.022084619341562,7.637094567826836,5.160856481481481,10.0
SYNID0102174251,individual,AB,CALGARY,,0,,5.12,58.66,106,6,92,0,0,8,0,0,102.0,662009.0,4.0,52043.0,6490.28431372549,13010.75,30,11,1,92.0,17.0,75.0,0.22666666666666666,30.0,0.13043478260869565,5411,5814,6.0,6.0,0.0,,662009.0,52043.0,0.8696445105820105,0.8988099437609597,0.6124189814814814,21.69811320754717
SYNID0102174441,individual,AB,CALGARY,,6531,,2.76,26.58,78,12,17,4,27,18,0,0,50.0,611445.97,28.0,1913297.0,12228.919399999999,68332.03571428571,12,10,1,17.0,1.0,16.0,0.0625,14.0,0.17647058823529413,5411,5912,12.0,10.0,2.0,5.0,611445.97,1913297.0,1.1448835076960076,1.217013246702909,0.8037731481481482,24.358974358974358
SYNID0102174758,individual,ON,KITCHENER,,313,,6.09,24.97,109,0,83,0,21,5,0,0,95.0,1270206.0,14.0,805595.0,13370.589473684211,57542.5,27,12,1,83.0,11.0,72.0,0.1527777777777778,29.0,0.18072289156626506,5814,5812,,,,,1270206.0,805595.0,0.8385846407750343,0.8663796727184883,0.6046122685185185,19.26605504587156
SYNID0102174773,individual,other,other,,313,,7.75,39.75,44,4,28,3,4,5,0,0,37.0,477177.85,7.0,363595.0,12896.698648648648,51942.142857142855,9,8,1,28.0,2.0,26.0,0.07692307692307693,14.0,0.21428571428571427,5411,5814,4.0,4.0,0.0,,477177.85,363595.0,2.113435346683893,2.4345834420456054,1.1911342592592593,20.454545454545457
SYNID0102174833,individual,other,other,,STUDENT,,1.28,19.29,48,2,37,0,4,5,0,0,42.0,510918.0,6.0,238115.0,12164.714285714286,39685.833333333336,20,8,1,37.0,6.0,31.0,0.1935483870967742,15.0,0.16216216216216217,5814,5411,2.0,2.0,0.0,,510918.0,238115.0,1.8980375788022064,1.967913624086517,1.0473842592592593,22.916666666666664
SYNID0102174870,individual,other,other,,RETIRED,,15.01,70.76,379,0,379,0,0,0,0,0,370.0,2360796.0,9.0,191303.0,6380.529729729729,21255.88888888889,54,15,1,379.0,58.0,321.0,0.1806853582554517,55.0,0.17150395778364116,5814,5411,,,,,2360796.0,191303.0,0.23849981016068977,0.2818655836751434,0.11586805555555556,22.163588390501317
SYNID0102175040,individual,other,other,,10019,,28.72,63.34,149,5,108,3,32,0,0,1,130.0,1445737.5,19.0,2872055.0,11121.057692307691,151160.7894736842,37,11,1,108.0,7.0,101.0,0.06930693069306931,32.0,0.19444444444444445,5814,5411,5.0,5.0,0.0,,1445737.5,2872055.0,0.6171263450950951,0.6876640838298145,0.3831655092592593,22.14765100671141
SYNID0102175054,individual,other,other,,OTHER,,20.99,53.89,42,1,23,2,8,8,0,0,29.0,252615.16,13.0,521934.0,8710.867586206896,40148.769230769234,8,8,1,23.0,1.0,22.0,0.045454545454545456,14.0,0.30434782608695654,5411,5814,1.0,1.0,0.0,,252615.16,521934.0,2.16635190831075,1.9950565080129288,1.6819791666666666,23.809523809523807
SYNID0102175090,individual,other,other,,OTHER,,25.91,40.55,77,4,63,0,2,8,0,0,70.0,380605.43,7.0,757733.0,5437.220428571429,108247.57142857143,22,13,1,63.0,4.0,59.0,0.06779661016949153,21.0,0.1746031746031746,5814,5310,4.0,4.0,0.0,,380605.43,757733.0,1.1172954739278753,0.9450790617344736,0.8765625,23.376623376623375
SYNID0102175191,individual,ON,CARLETON PLACE,,UNEMPLOYED,,1.03,32.26,197,0,197,0,0,0,0,0,192.0,1085227.0,5.0,505934.0,5652.223958333333,101186.8,49,12,1,197.0,26.0,171.0,0.15204678362573099,34.0,0.1319796954314721,5814,5411,,,,,1085227.0,505934.0,0.46159297052154197,0.4964494329131118,0.23946180555555557,19.289340101522843
SYNID0102175239,individual,other,other,,10019,,21.08,42.22,86,7,58,10,10,1,0,0,73.0,695330.25,13.0,856855.0,9525.07191780822,65911.92307692308,21,11,1,58.0,6.0,52.0,0.11538461538461539,23.0,0.15517241379310345,5814,5411,7.0,6.0,1.0,6.0,695330.25,856855.0,1.077011574074074,1.0122655451055593,0.7821064814814814,20.930232558139537
SYNID0102175258,individual,other,other,,RETIRED,,,83.42,61,1,34,1,19,6,0,0,48.0,776334.0,13.0,741366.0,16173.625,57028.153846153844,12,9,1,34.0,8.0,26.0,0.3076923076923077,20.0,0.14705882352941177,4816,5814,1.0,1.0,0.0,,776334.0,741366.0,1.522455825617284,1.4107466340565298,1.1158101851851852,26.229508196721312
SYNID0102175519,individual,other,other,,STUDENT,,4.56,,13,0,3,4,4,2,0,0,9.0,1182007.0,4.0,348147.0,131334.11111111112,87036.75,3,3,0,3.0,1.0,2.0,0.5,2.0,0.6666666666666666,5814,4816,,,,,1182007.0,348147.0,6.512931134259259,5.1046173188467945,5.886452546296296,23.076923076923077
SYNID0102175536,individual,ON,SCARBOROUGH,,SELF_EMPLOYED,,4.18,,226,0,226,0,0,0,0,0,222.0,1275733.0,4.0,1317316.0,5746.545045045045,329329.0,51,15,1,226.0,32.0,194.0,0.16494845360824742,45.0,0.15486725663716813,5814,5411,,,,,1275733.0,1317316.0,0.39807011316872426,0.48688612337261145,0.2079976851851852,20.79646017699115
SYNID0102175615,individual,ON,TORONTO,,14100,,33.7,50.11,76,0,25,0,11,40,0,0,53.0,1638594.0,23.0,2078164.0,30916.867924528302,90354.95652173914,12,7,1,25.0,2.0,23.0,0.08695652173913043,17.0,0.12,5812,5814,,,,,1638594.0,2078164.0,1.2178810185185185,1.1959453773580049,0.806875,22.36842105263158
SYNID0102175807,individual,ON,BRAMPTON,,31209,,10.93,,23,7,2,0,13,1,0,0,15.0,218904.26,8.0,324149.0,14593.617333333334,40518.625,5,7,1,2.0,0.0,2.0,0.0,2.0,0.5,0,5411,7.0,6.0,1.0,6.0,218904.26,324149.0,3.9632575757575754,4.0366805833744825,2.0175520833333334,13.043478260869565
SYNID0102175843,individual,ON,TORONTO,,UNEMPLOYED,,23.63,65.42,35,0,0,0,30,5,0,0,19.0,340812.0,16.0,1368444.0,17937.473684210527,85527.75,0,0,0,,,,,,,,,,,,,340812.0,1368444.0,2.527684163943355,2.6560214677464447,1.9827777777777778,25.71428571428571
SYNID0102175961,individual,other,other,,STUDENT,,1.32,14.06,121,10,75,6,0,30,0,0,96.0,562098.5,25.0,840789.98,5855.192708333333,33631.5992,27,11,1,75.0,13.0,62.0,0.20967741935483872,27.0,0.18666666666666668,5814,5411,10.0,8.0,2.0,4.0,562098.5,840789.98,0.7265813078703703,0.7349640458171207,0.5233159722222223,21.487603305785125
SYNID0102176050,individual,ON,NORTH BAY,,UNEMPLOYED,,29.6,65.74,18,0,1,0,17,0,0,0,13.0,498756.0,5.0,290795.0,38365.846153846156,58159.0,1,1,0,1.0,0.0,1.0,0.0,1.0,1.0,5968,,,,,,498756.0,290795.0,5.311283360566449,4.918682777667919,3.9994675925925924,22.22222222222222
SYNID0102176087,individual,ON,HAMILTON,,313,,10.1,48.13,148,3,113,0,10,22,0,0,134.0,852393.0,14.0,979790.0,6361.141791044776,69985.0,35,11,1,113.0,15.0,98.0,0.15306122448979592,35.0,0.18584070796460178,5814,5812,3.0,3.0,0.0,,852393.0,979790.0,0.6188424351221969,0.5546575995432531,0.49159722222222224,22.972972972972975
SYNID0102176402,individual,other,other,,OTHER,,25.47,40.73,119,19,78,3,12,7,0,0,108.0,1098957.33,11.0,1172511.0,10175.530833333334,106591.90909090909,29,10,1,78.0,14.0,64.0,0.21875,28.0,0.14102564102564102,5814,5411,19.0,17.0,2.0,8.5,1098957.33,1172511.0,0.7759879158819837,0.8472653226519655,0.6031770833333334,21.008403361344538
SYNID0102177877,individual,other,other,,RETIRED,,6.33,70.22,17,0,8,0,0,9,0,0,13.0,142245.0,4.0,21875.0,10941.923076923076,5468.75,6,5,1,8.0,2.0,6.0,0.3333333333333333,8.0,0.125,4121,4816,,,,,142245.0,21875.0,4.735376157407408,4.068043749069622,3.5241840277777774,11.76470588235294
SYNID0102177974,individual,QC,MONTREAL,,STUDENT,,1.31,20.37,19,2,10,3,0,4,0,0,17.0,2733793.75,2.0,16581.0,160811.39705882352,8290.5,5,6,1,10.0,2.0,8.0,0.25,7.0,0.4,5912,4816,2.0,2.0,0.0,,2733793.75,16581.0,4.3965451388888885,4.533243326534736,3.691545138888889,21.052631578947366
SYNID0102177987,individual,MB,BRANDON,,OTHER,,10.4,60.37,5,0,0,0,5,0,0,0,1.0,26552.0,4.0,609773.0,26552.0,152443.25,0,0,0,,,,,,,,,,,,,26552.0,609773.0,20.259690393518518,12.071872784672886,20.276140046296295,20.0
SYNID0102178556,individual,ON,LONDON,,SELF_EMPLOYED,,24.67,69.04,33,0,0,0,26,7,0,0,17.0,491368.0,16.0,1809314.0,28904.0,113082.125,0,0,0,,,,,,,,,,,,,491368.0,1809314.0,2.8274497251157404,2.7078186575875187,1.999693287037037,21.21212121212121
SYNID0102178614,individual,other,other,,10019,,,,66,7,5,0,2,52,0,0,38.0,1133068.42,28.0,1214935.0,29817.589999999997,43390.53571428572,5,5,1,5.0,0.0,5.0,0.0,3.0,0.6,5814,5542,7.0,6.0,1.0,6.0,1133068.42,1214935.0,1.3473931623931625,1.425199172860886,0.7947337962962963,25.757575757575758
SYNID0102178910,individual,ON,TORONTO,,OTHER,,13.35,43.8,43,3,3,2,23,12,0,0,25.0,494848.88,18.0,1322141.0,19793.9552,73452.27777777778,2,5,1,3.0,0.0,3.0,0.0,3.0,0.3333333333333333,5251,5411,3.0,3.0,0.0,,494848.88,1322141.0,2.1411766975308644,2.10847838636915,1.3588425925925924,20.930232558139537
SYNID0102178958,individual,ON,ALLISTON,,SELF_EMPLOYED,,8.16,39.29,45,0,10,0,24,11,0,0,31.0,370341.0,14.0,1330188.0,11946.483870967742,95013.42857142857,4,4,1,10.0,1.0,9.0,0.1111111111111111,7.0,0.2,5310,5411,,,,,370341.0,1330188.0,2.0520888573232323,2.209039941071593,1.1388599537037036,26.666666666666668
SYNID0102179206,individual,other,other,,RETIRED,,3.0,63.33,33,2,2,1,7,21,0,0,20.0,262517.5,13.0,603601.0,13125.875,46430.846153846156,3,3,1,2.0,0.0,2.0,0.0,2.0,0.5,5310,5541,2.0,2.0,0.0,,262517.5,603601.0,2.600347583912037,2.1477512485585963,2.2097453703703707,24.242424242424242
SYNID0102179352,individual,ON,WASAGA BEACH,,OTHER,,30.84,62.36,48,2,10,0,34,2,0,0,27.0,540305.0,21.0,2131476.0,20011.296296296296,101498.85714285714,5,6,1,10.0,2.0,8.0,0.25,7.0,0.3,5814,5541,2.0,2.0,0.0,,540305.0,2131476.0,1.9423680063041764,1.9604113357736241,1.145474537037037,27.083333333333332
SYNID0102179485,individual,SK,REGINA,,65100,,5.45,33.13,54,10,16,4,19,5,0,0,36.0,822000.55,18.0,1006928.81,22833.348611111112,55940.48944444445,10,9,1,16.0,1.0,15.0,0.06666666666666667,13.0,0.1875,5814,5812,10.0,10.0,0.0,,822000.55,1006928.81,1.7301854035639415,1.469618142647258,1.3394444444444444,22.22222222222222
SYNID0102179520,individual,ON,MISSISSAUGA,,OTHER,,20.35,43.56,320,11,286,0,10,13,0,0,306.0,2108259.22,14.0,599218.65,6889.736013071896,42801.33214285714,63,13,1,286.0,49.0,237.0,0.20675105485232068,47.0,0.17832167832167833,5814,5411,11.0,11.0,0.0,,2108259.22,599218.65,0.2870487562405666,0.3097806361442713,0.16047453703703704,18.75
SYNID0102179558,individual,other,other,,RETIRED,,40.79,76.52,19,0,0,4,3,12,0,0,9.0,349858.0,10.0,310554.0,38873.11111111111,31055.4,0,0,0,,,,,,,,,,,,,349858.0,310554.0,4.6889654063786015,4.744320904915482,3.1877546296296297,21.052631578947366
SYNID0102180189,individual,ON,BELLEVILLE,,RETIRED,,13.91,69.65,89,0,36,0,22,31,0,0,58.0,892470.0,31.0,1791687.0,15387.413793103447,57796.354838709674,14,10,1,36.0,1.0,35.0,0.02857142857142857,14.0,0.25,5814,5812,,,,,892470.0,1791687.0,1.0370853061868688,1.214198860127769,0.7214409722222223,21.34831460674157
SYNID0102180779,individual,other,other,,73300,,32.32,65.14,73,4,1,0,42,26,0,0,40.0,918694.6799999999,33.0,1828698.0,22967.367,55415.09090909091,3,4,1,1.0,0.0,1.0,0.0,1.0,1.0,7399,,4.0,4.0,0.0,,918694.6799999999,1828698.0,1.2622725372942387,1.56301246719721,0.707204861111111,23.28767123287671
SYNID0102180850,individual,ON,KITCHENER,,SELF_EMPLOYED,,37.66,61.65,14,0,0,0,14,0,0,0,9.0,144865.0,5.0,102358.0,16096.111111111111,20471.6,0,0,0,,,,,,,,,,,,,144865.0,102358.0,6.860469195156695,7.119443470024726,4.5371296296296295,28.57142857142857
SYNID0102180985,individual,ON,TORONTO,,RETIRED,,4.71,64.22,2,1,1,0,0,0,0,0,2.0,2929.0,,,1464.5,,2,2,1,1.0,0.0,1.0,0.0,1.0,1.0,5812,,1.0,1.0,0.0,,2929.0,,31.205625,,31.205625,50.0
SYNID0102181483,individual,other,other,,RETIRED,,14.23,66.09,108,2,105,0,0,0,0,1,106.0,626792.0,2.0,24958.0,5913.132075471698,12479.0,38,14,1,105.0,18.0,87.0,0.20689655172413793,33.0,0.19047619047619047,5814,5411,2.0,2.0,0.0,,626792.0,24958.0,0.8489922983731395,0.9497309459209439,0.7230324074074074,20.37037037037037
SYNID0102181793,individual,BC,SURREY,,14102,,1.05,21.91,172,3,156,1,0,12,0,0,163.0,1044257.0,9.0,191085.0,6406.484662576687,21231.666666666668,42,11,1,156.0,13.0,143.0,0.09090909090909091,35.0,0.19230769230769232,5814,5411,3.0,3.0,0.0,,1044257.0,191085.0,0.5327088071258392,0.6227124598834575,0.32340277777777776,21.511627906976745
SYNID0102181832,individual,ON,TORONTO,,11100,,21.53,63.25,19,2,3,0,14,0,0,0,11.0,268376.14,8.0,964218.0,24397.83090909091,120527.25,3,2,1,3.0,0.0,3.0,0.0,3.0,0.3333333333333333,0,5411,2.0,2.0,0.0,,268376.14,964218.0,4.666681455761317,4.623615831165674,3.2173958333333332,21.052631578947366
SYNID0102181833,individual,ON,WOODBRIDGE,,STUDENT,,3.76,23.41,134,0,134,0,0,0,0,0,132.0,499988.0,2.0,17031.0,3787.787878787879,8515.5,39,10,1,134.0,22.0,112.0,0.19642857142857142,33.0,0.27611940298507465,5814,5411,,,,,499988.0,17031.0,0.6628516604010025,0.6591688956658074,0.47944444444444445,24.62686567164179
SYNID0102181869,individual,ON,SARNIA,,RETIRED,,2.24,70.55,158,3,155,0,0,0,0,0,152.0,1474222.5,6.0,230760.41,9698.832236842105,38460.068333333336,44,12,1,155.0,20.0,135.0,0.14814814814814814,37.0,0.1870967741935484,5411,5814,3.0,3.0,0.0,,1474222.5,230760.41,0.5779238175277188,0.6201160273608549,0.3330092592592593,25.31645569620253
SYNID0102182131,individual,AB,EDMONTON,,UNEMPLOYED,,1.83,28.79,80,9,6,0,13,52,0,0,49.0,2332203.0,31.0,1803888.67,47595.97959183674,58189.95709677419,8,5,1,6.0,1.0,5.0,0.2,5.0,0.3333333333333333,5814,5331,9.0,7.0,2.0,3.5,2332203.0,1803888.67,1.1573817686357244,1.1479184501626312,0.8430787037037037,22.5
SYNID0102182238,individual,ON,TORONTO,,942,,21.58,67.93,34,0,18,0,1,15,0,0,28.0,573254.0,6.0,647109.0,20473.35714285714,107851.5,6,6,1,18.0,4.0,14.0,0.2857142857142857,11.0,0.2777777777777778,5814,5411,,,,,573254.0,647109.0,2.635635171156004,2.6009551680575576,2.0203125,20.588235294117645
SYNID0102182399,individual,ON,NORTH BAY,,RETIRED,,26.5,67.4,152,3,33,5,7,104,0,0,100.0,2171429.54,52.0,2950990.0,21714.2954,56749.807692307695,13,8,1,33.0,7.0,26.0,0.2692307692307692,17.0,0.15151515151515152,5814,other,3.0,3.0,0.0,,2171429.54,2950990.0,0.6056958241353937,0.6002770028545559,0.4309837962962963,22.36842105263158
SYNID0102182420,individual,other,other,,10019,,,61.18,92,0,54,0,3,35,0,0,66.0,715968.0,26.0,1596192.0,10848.0,61392.0,20,8,1,54.0,9.0,45.0,0.2,27.0,0.18518518518518517,5814,5812,,,,,715968.0,1596192.0,0.9745496286121287,1.0530306045245028,0.8049189814814814,22.82608695652174
